"FranchsieID","GoalieId","FHMID","Player.Name","LeagueId","newTeamID","TeamId","SubtotalForId","Season","isPlayoffs","GamesPlayed","Wins","Losses","OvertimeLosses","Minutes","PenaltyMinutes","Shutouts","GoalsAgainst","ShotsAgainst","Assists","EmptyGoalAgainst","PenaltyShotAttempts","Starts","Backups","PenaltyShotSaves","X","X.1"
"20",100172,"","Willis Vincent",2,NA,"50","",41,1,1,0,0,0,25,0,0,0,9,0,0,0,0,4,0,NA,NA
"20",100187,"","Friedrich Schmidt",2,NA,"50","",41,1,4,0,4,0,215,0,0,18,111,0,0,0,4,0,0,NA,NA
"20",100172,"","Willis Vincent",2,NA,"50","",41,0,4,2,1,1,224,0,1,10,60,0,0,0,4,8,0,NA,NA
"20",100175,"","Kyle Davis",2,NA,"50","",41,0,3,1,0,1,140,0,0,6,53,0,0,6,2,36,2,NA,NA
"20",100187,"","Friedrich Schmidt",2,NA,"50","",41,0,45,27,13,4,2670,2,0,110,1044,0,1,11,44,6,36,NA,NA
"21",100160,"","Damien Blackfyre",2,NA,"21","",41,1,1,0,0,0,46,0,0,1,10,0,0,0,0,15,0,NA,NA
"21",100178,"","Kata Vilde",2,NA,"21","",41,1,15,12,3,0,864,2,0,38,321,0,0,0,15,0,0,NA,NA
"21",100160,"","Damien Blackfyre",2,NA,"21","",41,0,12,2,3,2,480,0,0,35,203,0,0,10,7,43,5,NA,NA
"21",100178,"","Kata Vilde",2,NA,"21","",41,0,46,23,13,7,2560,0,3,119,963,1,2,17,43,7,23,NA,NA
"22",100166,"","Walter Hobbs",2,NA,"22","",41,1,19,11,5,3,1170,2,1,48,503,0,0,0,19,0,0,NA,NA
"22",100270,"","Khalil Anthony",2,NA,"22","",41,0,10,3,4,0,457,4,0,29,224,1,0,0,7,43,0,NA,NA
"22",100166,"","Walter Hobbs",2,NA,"22","",41,0,43,21,18,3,2512,4,0,131,1097,1,2,17,43,0,33,NA,NA
"25",100168,"","Sebastien Primeau",3,NA,"25","",41,0,10,1,5,4,598,0,0,38,286,0,0,3,10,0,3,NA,NA
"25",100047,"","Computer Berlin",3,NA,"25","",41,0,1,0,0,0,13,0,0,0,6,0,0,0,0,10,0,NA,NA
"26",100113,"","Richard C. Hocolate",3,NA,"26","",41,1,1,0,0,1,65,0,0,4,37,0,0,0,1,0,0,NA,NA
"26",100113,"","Richard C. Hocolate",3,NA,"26","",41,0,10,6,2,2,616,2,0,26,304,0,0,8,10,0,6,NA,NA
"27",100117,"","Michael McFadden",3,NA,"56","",41,1,3,3,0,0,206,2,0,11,116,0,0,0,3,0,0,NA,NA
"27",100117,"","Michael McFadden",3,NA,"56","",41,0,10,7,3,0,604,2,1,27,312,1,0,4,10,0,8,NA,NA
"28",100154,"","Olli O'Koivu",3,NA,"28","",41,1,2,1,1,0,132,2,0,8,66,0,0,0,2,0,0,NA,NA
"28",100154,"","Olli O'Koivu",3,NA,"28","",41,0,10,8,2,0,600,2,0,23,301,1,0,0,10,0,0,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","",41,0,10,4,6,0,573,0,0,29,294,0,0,2,10,0,5,NA,NA
"29",100268,"","Grim Wastlund",3,NA,"29","",41,0,1,0,0,0,29,0,0,1,9,0,0,0,0,10,0,NA,NA
"30",100141,"","Artom Zhumbayev",3,NA,"30","",41,1,2,1,0,1,150,0,0,7,83,0,0,0,2,0,0,NA,NA
"30",100156,"","Roberts Klavins",3,NA,"30","",41,0,1,0,0,0,33,0,0,2,18,0,0,0,0,10,0,NA,NA
"30",100141,"","Artom Zhumbayev",3,NA,"30","",41,0,10,6,3,1,572,0,0,25,321,0,0,4,10,0,5,NA,NA
"31",100163,"","Freddie Laflame",3,NA,"31","",41,1,1,0,1,0,44,0,0,4,18,0,0,0,1,0,0,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","",41,1,1,0,0,0,16,0,0,1,12,0,0,0,0,1,0,NA,NA
"31",100163,"","Freddie Laflame",3,NA,"31","",41,0,10,7,3,0,538,2,0,27,248,1,0,3,10,0,7,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","",41,0,3,0,0,0,68,0,0,2,30,0,1,0,0,10,0,NA,NA
"32",100122,"","Jason Aittokallio",3,NA,"32","",41,1,3,2,1,0,180,0,1,8,115,1,0,0,3,0,0,NA,NA
"32",100122,"","Jason Aittokallio",3,NA,"32","",41,0,10,6,3,1,583,2,0,23,291,0,1,13,10,0,7,NA,NA
"32",100116,"","Mikke Laukkanen",3,NA,"32","",41,0,1,0,0,0,36,0,0,1,28,0,0,0,0,10,0,NA,NA
"33",100159,"","Ben Holtby",3,NA,"33","",41,0,2,0,0,0,64,0,0,5,39,0,0,0,0,10,0,NA,NA
"33",100144,"","Johnny Yuma",3,NA,"33","",41,0,10,2,7,1,541,0,0,39,308,1,0,3,10,0,3,NA,NA
"34",100120,"","Jeff Kirkstone",3,NA,"34","",41,1,1,0,1,0,59,0,0,6,38,0,0,0,1,0,0,NA,NA
"34",100120,"","Jeff Kirkstone",3,NA,"34","",41,0,10,4,5,1,604,0,0,24,277,0,0,4,10,0,8,NA,NA
"35",100153,"","Evgueni Marmeladov",3,NA,"35","",41,1,1,0,0,1,72,0,0,6,33,0,0,0,1,0,0,NA,NA
"35",100153,"","Evgueni Marmeladov",3,NA,"35","",41,0,10,6,3,1,610,2,0,30,335,0,0,4,10,0,10,NA,NA
"36",100152,"","Jordin FourFour Jr.",3,NA,"36","",41,0,10,3,6,1,602,0,0,28,316,0,1,0,10,0,0,NA,NA
"#N/A",100120,"1100120","Jeff Kirkstone",1,NA,"","",41,0,47,18,23,6,2840,4,4,143,1519,0,2,11,47,4,30,NA,NA
"1",100166,"1100166","Walter Hobbs",1,17,"1","",42,0,44,24,16,4,2667,10,3,139,1399,2,1,23,44,6,31,NA,NA
"1",100163,"1100163","Freddie Laflame",1,17,"1","",42,0,6,3,3,0,362,0,0,23,191,1,0,0,6,44,0,NA,NA
"1",100166,"1100166","Walter Hobbs",1,17,"1","",42,1,5,1,2,2,321,0,0,25,203,1,0,0,5,0,0,NA,NA
"2",100136,"1100136","Charlotta Caspari",1,12,"2","",42,0,6,3,2,1,363,0,0,16,165,1,0,0,6,44,0,NA,NA
"2",100168,"330","Sebastien Primeau",1,12,"2","",42,0,44,21,21,2,2667,4,0,140,1359,1,3,27,44,6,34,NA,NA
"3",100117,"1100117","Michael McFadden",1,15,"3","",42,0,44,28,12,4,2662,0,2,124,1325,2,0,12,44,6,26,NA,NA
"3",100135,"1100135","Patrick Diehl",1,15,"3","",42,0,6,2,3,1,365,0,0,26,185,0,2,2,6,44,6,NA,NA
"3",100117,"1100117","Michael McFadden",1,15,"3","",42,1,11,5,5,1,685,2,1,40,326,0,0,0,11,0,0,NA,NA
"4",100158,"1100158","Cedric Moreau",1,8,"4","",42,0,44,11,28,5,2669,6,1,165,1600,2,1,25,44,6,30,NA,NA
"4",100171,"1100171","Max Russakoff",1,8,"4","",42,0,6,2,4,0,359,0,0,19,226,1,0,0,6,44,0,NA,NA
"5",100144,"1100144","Johnny Yuma",1,20,"5","",42,0,44,21,19,4,2677,2,0,136,1433,3,4,31,44,6,30,NA,NA
"5",100148,"199","Benjamin Blue",1,20,"5","",42,0,3,1,1,1,186,0,0,11,91,0,0,3,3,1,2,NA,NA
"5",100170,"133","Scottey Crawfling",1,20,"5","",42,0,3,0,3,0,179,0,0,12,88,0,0,0,3,0,0,NA,NA
"6",100161,"1100161","Abhinav Ram",1,4,"6","",42,0,6,2,2,2,374,4,0,27,199,0,0,8,6,44,4,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","",42,0,44,24,15,5,2672,4,1,120,1358,2,2,30,44,6,32,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","",42,1,7,3,3,1,426,0,1,18,212,0,0,0,7,0,0,NA,NA
"7",100132,"395","Jimmy Wagner",1,2,"7","",42,0,8,4,1,2,426,2,1,20,215,1,0,4,6,44,3,NA,NA
"7",100122,"1100122","Jason Aittokallio",1,2,"7","",42,0,44,26,12,5,2620,4,1,129,1303,0,2,20,44,6,31,NA,NA
"7",100122,"1100122","Jason Aittokallio",1,2,"7","",42,1,10,5,4,1,579,0,2,23,287,0,0,0,10,0,0,NA,NA
"7",100132,"395","Jimmy Wagner",1,2,"7","",42,1,1,0,0,0,27,0,0,0,16,0,0,0,0,10,0,NA,NA
"8",100157,"1100157","Chris Partridge",1,23,"8","",42,0,42,18,21,3,2538,8,1,143,1447,2,2,5,42,8,25,NA,NA
"8",100165,"1100165","Riku Koskinen",1,23,"8","",42,0,8,2,5,1,484,0,0,35,281,0,1,5,8,42,5,NA,NA
"9",100151,"1100151","Thaddeus Prince",1,1,"9","",42,0,6,5,0,1,367,2,1,11,189,0,0,2,6,44,6,NA,NA
"9",100113,"1100113","Richard C. Hocolate",1,1,"9","",42,0,44,24,15,5,2662,8,4,128,1334,2,0,25,44,6,28,NA,NA
"9",100113,"1100113","Richard C. Hocolate",1,1,"9","",42,1,16,12,3,1,1089,2,0,46,539,0,0,0,16,0,0,NA,NA
"10",100162,"298","Tommy Tuck",1,9,"10","",42,0,44,23,20,1,2638,4,1,142,1450,1,0,0,44,6,0,NA,NA
"10",100169,"1100169","Steven Moore",1,9,"10","",42,0,6,0,3,3,367,0,0,24,200,0,0,5,6,44,4,NA,NA
"11",100153,"532","Evgueni Marmeladov",1,11,"11","",42,0,42,23,19,0,2543,4,2,136,1381,3,0,33,42,8,36,NA,NA
"11",100159,"1100159","Ben Holtby",1,11,"11","",42,0,8,5,3,0,485,0,0,31,274,1,0,0,8,42,0,NA,NA
"11",100153,"532","Evgueni Marmeladov",1,11,"11","",42,1,6,2,3,1,362,0,1,21,219,0,0,0,6,0,0,NA,NA
"12",100116,"1100116","Mikke Laukkanen",1,19,"12","",42,0,44,23,15,6,2679,6,1,143,1452,0,1,31,44,6,34,NA,NA
"12",100167,"1100167","Julian O'Sullivan",1,19,"12","",42,0,6,3,2,1,369,2,0,17,178,0,0,4,6,44,3,NA,NA
"12",100116,"1100116","Mikke Laukkanen",1,19,"12","",42,1,18,10,6,2,1184,0,1,47,623,1,0,0,18,0,0,NA,NA
"13",100142,"1100142","Coren Volden",1,21,"13","",42,0,1,1,0,0,60,0,0,2,34,0,0,0,1,41,0,NA,NA
"13",100152,"1100152","Jordin FourFour Jr.",1,21,"13","",42,0,47,25,18,3,2789,4,4,117,1456,3,2,12,44,6,26,NA,NA
"13",100164,"1100164","Greg Santos",1,21,"13","",42,0,5,1,2,0,163,0,0,11,92,0,0,0,5,3,0,NA,NA
"13",100152,"1100152","Jordin FourFour Jr.",1,21,"13","",42,1,5,1,4,0,299,2,0,25,200,0,1,0,5,0,0,NA,NA
"14",100141,"1100141","Artom Zhumbayev",1,5,"14","",42,0,44,21,19,4,2656,2,1,128,1314,2,3,16,44,6,33,NA,NA
"14",100156,"1100156","Roberts Klavins",1,5,"14","",42,0,6,4,2,0,360,0,1,16,180,0,0,0,6,44,0,NA,NA
"15",100274,"","Larry Atta",2,NA,"19","",42,1,1,0,0,0,34,0,0,2,18,1,0,0,0,9,0,NA,NA
"15",100148,"","Benjamin Blue",2,NA,"19","",42,1,9,4,5,0,505,0,1,24,243,0,1,0,9,0,0,NA,NA
"15",100274,"","Larry Atta",2,NA,"19","",42,0,16,5,5,0,677,4,1,33,272,0,0,2,8,42,8,NA,NA
"15",100148,"","Benjamin Blue",2,NA,"19","",42,0,44,18,17,5,2357,0,1,128,1102,1,1,13,42,3,39,NA,NA
"16",100170,"","Scottey Crawfling",2,NA,"18","",42,1,4,0,3,1,267,0,0,14,117,0,0,0,4,0,0,NA,NA
"16",100273,"","Brando Sando",2,NA,"18","",42,1,1,0,0,0,28,0,0,0,10,0,0,0,0,4,0,NA,NA
"16",100273,"","Brando Sando",2,NA,"18","",42,0,14,7,4,0,665,0,0,26,255,0,0,0,10,40,0,NA,NA
"16",100170,"","Scottey Crawfling",2,NA,"18","",42,0,41,17,14,8,2397,2,1,119,1112,1,0,39,40,5,29,NA,NA
"17",100179,"","Johannes Leitner",2,NA,"17","",42,1,1,1,0,0,59,0,0,1,25,0,0,0,0,11,0,NA,NA
"17",100164,"","Greg Santos",2,NA,"17","",42,1,11,5,2,3,642,0,1,28,272,0,0,0,11,0,0,NA,NA
"17",100164,"","Greg Santos",2,NA,"17","",42,0,35,28,6,1,2108,2,3,84,866,2,0,25,35,11,32,NA,NA
"17",100179,"","Johannes Leitner",2,NA,"17","",42,0,16,8,5,1,888,0,2,38,342,1,0,4,15,35,15,NA,NA
"18",100174,"","Geezus Kryyst",2,NA,"52","",42,0,43,17,24,2,2374,10,1,117,925,0,0,43,43,7,38,NA,NA
"18",100180,"","Nathan Cosco",2,NA,"52","",42,0,15,3,2,2,670,0,0,30,326,0,0,10,7,43,4,NA,NA
"19",100271,"","Ricky Lewis",2,NA,"15","",42,1,2,0,0,0,32,0,0,0,11,0,0,0,0,5,0,NA,NA
"19",100182,"","Cedric Robinson",2,NA,"15","",42,1,5,1,4,0,268,0,0,20,130,0,0,0,5,0,0,NA,NA
"19",100271,"","Ricky Lewis",2,NA,"15","",42,0,11,2,3,2,484,0,0,25,188,0,0,10,6,44,5,NA,NA
"19",100182,"","Cedric Robinson",2,NA,"15","",42,0,45,19,17,7,2556,6,5,110,1087,2,0,21,44,6,27,NA,NA
"20",100172,"","Willis Vincent",2,NA,"50","",42,0,22,7,7,2,1145,0,0,53,479,1,0,10,15,33,14,NA,NA
"20",100173,"","Aleister Cain",2,NA,"50","",42,0,2,1,1,0,125,0,0,7,56,0,0,3,2,0,2,NA,NA
"20",100187,"","Friedrich Schmidt",2,NA,"50","",42,0,34,12,16,4,1773,4,1,95,715,1,0,23,33,17,29,NA,NA
"21",100178,"","Kata Vilde",2,NA,"21","",42,1,10,8,1,1,630,0,1,18,213,1,0,0,10,0,0,NA,NA
"21",100178,"","Kata Vilde",2,NA,"21","",42,0,40,29,8,2,2327,2,0,97,902,2,0,18,39,11,30,NA,NA
"21",100177,"","Reece Artois",2,NA,"21","",42,0,14,6,5,0,717,0,1,36,281,1,0,7,11,39,9,NA,NA
"22",100176,"","Petr Vrana",2,NA,"22","",42,1,9,5,4,0,556,0,1,24,220,0,0,0,9,0,0,NA,NA
"22",100270,"","Khalil Anthony",2,NA,"22","",42,1,2,0,0,0,52,0,0,0,33,0,0,0,0,9,0,NA,NA
"22",100270,"","Khalil Anthony",2,NA,"22","",42,0,10,3,2,1,407,0,0,16,161,0,0,3,5,45,2,NA,NA
"22",100176,"","Petr Vrana",2,NA,"22","",42,0,45,18,23,3,2622,8,1,118,1068,1,2,16,45,5,31,NA,NA
"25",100168,"","Sebastien Primeau",3,NA,"25","",42,1,1,0,1,0,59,0,0,4,22,0,0,0,1,0,0,NA,NA
"25",100168,"","Sebastien Primeau",3,NA,"25","",42,0,10,5,5,0,604,0,0,29,330,0,0,0,10,0,0,NA,NA
"26",100113,"","Richard C. Hocolate",3,NA,"26","",42,0,10,4,5,1,603,0,0,35,304,1,1,0,10,0,0,NA,NA
"27",100117,"","Michael McFadden",3,NA,"56","",42,1,1,0,1,0,60,0,0,4,35,0,0,0,1,0,0,NA,NA
"27",100117,"","Michael McFadden",3,NA,"56","",42,0,10,4,4,2,606,6,0,29,328,0,0,4,10,0,10,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","",42,1,3,3,0,0,184,0,0,10,100,0,0,0,3,0,0,NA,NA
"28",100147,"","Beaujeaux Biscuit",3,NA,"28","",42,0,10,6,3,1,614,2,0,26,296,0,1,5,10,0,10,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","",42,1,2,1,1,0,120,0,0,8,71,0,1,0,2,0,0,NA,NA
"29",100271,"","Ricky Lewis",3,NA,"29","",42,0,1,0,0,0,22,0,0,1,22,0,0,0,0,10,0,NA,NA
"29",100162,"","Tommy Tuck",3,NA,"29","",42,0,10,7,2,1,592,2,0,21,281,0,0,5,10,0,8,NA,NA
"30",100141,"","Artom Zhumbayev",3,NA,"30","",42,0,10,4,5,1,605,2,0,34,372,0,0,3,10,0,7,NA,NA
"31",100174,"","Geezus Kryyst",3,NA,"31","",42,0,5,2,3,0,229,0,0,13,89,0,1,0,5,5,0,NA,NA
"31",100148,"","Benjamin Blue",3,NA,"31","",42,0,7,2,2,1,375,0,0,18,190,1,0,0,5,5,0,NA,NA
"32",100122,"","Jason Aittokallio",3,NA,"32","",42,0,10,3,5,2,608,0,0,30,326,0,0,0,10,0,0,NA,NA
"33",100157,"","Chris Partridge",3,NA,"33","",42,1,1,0,1,0,59,0,0,4,33,0,1,0,1,0,0,NA,NA
"33",100157,"","Chris Partridge",3,NA,"33","",42,0,10,4,4,2,588,0,0,30,322,1,0,5,10,0,4,NA,NA
"33",100144,"","Johnny Yuma",3,NA,"33","",42,0,1,0,0,0,22,0,0,1,7,0,0,0,0,10,0,NA,NA
"34",100166,"","Walter Hobbs",3,NA,"34","",42,1,2,1,1,0,120,0,0,7,54,0,0,0,2,1,0,NA,NA
"34",100145,"","Jay Bae",3,NA,"34","",42,1,1,1,0,0,60,0,0,3,19,0,0,0,1,2,0,NA,NA
"34",100145,"","Jay Bae",3,NA,"34","",42,0,10,6,4,0,604,0,1,22,295,0,0,3,10,0,10,NA,NA
"35",100153,"","Evgueni Marmeladov",3,NA,"35","",42,1,1,0,0,1,64,0,0,5,26,0,0,0,1,0,0,NA,NA
"35",100153,"","Evgueni Marmeladov",3,NA,"35","",42,0,10,6,2,2,602,0,2,23,361,2,0,0,10,0,0,NA,NA
"36",100301,"","Zz - Austria G",3,NA,"36","",42,1,1,0,0,0,17,0,0,0,6,0,0,0,0,2,0,NA,NA
"36",100152,"","Jordin FourFour Jr.",3,NA,"36","",42,1,2,1,1,0,102,0,0,8,52,0,0,0,2,0,0,NA,NA
"36",100152,"","Jordin FourFour Jr.",3,NA,"36","",42,0,10,7,2,1,611,2,0,25,292,0,1,4,10,0,8,NA,NA
"1",100166,"1100166","Walter Hobbs",1,17,"1","",43,0,43,22,18,3,2606,6,1,137,1376,2,3,22,43,7,33,NA,NA
"1",100163,"1100163","Freddie Laflame",1,17,"1","",43,0,7,3,4,0,429,4,0,27,241,0,0,6,7,43,6,NA,NA
"2",100136,"1100136","Charlotta Caspari",1,12,"2","",43,0,6,6,0,0,365,0,0,12,185,1,0,3,6,44,6,NA,NA
"2",100168,"330","Sebastien Primeau",1,12,"2","",43,0,44,22,21,1,2647,0,0,127,1303,2,2,7,44,6,31,NA,NA
"2",100168,"330","Sebastien Primeau",1,12,"2","",43,1,4,0,2,2,253,0,0,19,119,0,0,0,4,0,0,NA,NA
"3",100173,"463","Aleister Cain",1,15,"3","",43,0,6,3,2,1,364,0,0,16,123,0,1,7,6,6,3,NA,NA
"3",100117,"1100117","Michael McFadden",1,15,"3","1086",43,0,30,18,10,2,1808,4,4,87,892,1,0,5,30,6,18,NA,NA
"3",100162,"298","Tommy Tuck",1,15,"3","1068",43,0,14,2,11,1,843,2,0,51,438,1,0,3,14,0,5,NA,NA
"4",100158,"1100158","Cedric Moreau",1,8,"4","",43,0,44,19,21,4,2665,4,0,139,1509,1,4,20,44,6,31,NA,NA
"4",100171,"1100171","Max Russakoff",1,8,"4","",43,0,6,1,4,1,370,2,0,28,221,0,0,8,6,44,4,NA,NA
"5",100148,"199","Benjamin Blue",1,20,"5","",43,0,4,3,1,0,239,0,0,10,122,0,0,0,4,0,0,NA,NA
"5",100144,"1100144","Johnny Yuma",1,20,"5","",43,0,43,24,15,4,2597,6,1,134,1330,2,2,16,43,7,30,NA,NA
"5",100170,"133","Scottey Crawfling",1,20,"5","",43,0,3,1,2,0,180,0,0,11,88,0,0,0,3,0,0,NA,NA
"5",100144,"1100144","Johnny Yuma",1,20,"5","",43,1,6,2,2,2,369,0,0,21,186,1,0,0,6,0,0,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","",43,0,44,22,19,3,2660,0,3,131,1325,1,1,13,44,6,34,NA,NA
"6",100161,"1100161","Abhinav Ram",1,4,"6","",43,0,6,1,5,0,359,2,0,21,177,0,0,0,6,44,0,NA,NA
"6",100147,"231","Beaujeaux Biscuit",1,4,"6","",43,1,15,12,2,1,916,4,1,35,479,0,0,0,15,0,0,NA,NA
"7",100132,"395","Jimmy Wagner",1,2,"7","",43,0,15,4,1,1,624,2,0,27,298,0,0,0,6,44,0,NA,NA
"7",100174,"67","Geezus Kryyst",1,2,"7","",43,0,44,26,17,1,2392,4,4,113,1082,4,1,10,44,6,35,NA,NA
"7",100132,"395","Jimmy Wagner",1,2,"7","",43,1,2,1,0,0,80,0,0,3,37,0,0,0,0,6,0,NA,NA
"7",100174,"67","Geezus Kryyst",1,2,"7","",43,1,6,1,4,0,282,2,0,20,168,0,0,0,6,0,0,NA,NA
"8",100149,"1100149","Dustin Evans",1,23,"8","",43,0,7,2,4,1,424,0,0,25,247,3,1,4,7,43,5,NA,NA
"8",100157,"1100157","Chris Partridge",1,23,"8","",43,0,43,15,20,8,2612,2,1,158,1617,1,0,23,43,7,24,NA,NA
"9",100113,"1100113","Richard C. Hocolate",1,1,"9","",43,0,44,21,21,2,2652,6,3,138,1314,2,0,5,44,6,35,NA,NA
"9",100151,"1100151","Thaddeus Prince",1,1,"9","",43,0,6,6,0,0,360,2,0,11,143,0,0,0,6,44,0,NA,NA
"9",100113,"1100113","Richard C. Hocolate",1,1,"9","",43,1,6,2,4,0,358,0,0,21,190,0,0,0,6,0,0,NA,NA
"10",100169,"1100169","Steven Moore",1,9,"10","",43,0,5,1,2,2,309,0,0,21,186,1,0,3,5,45,2,NA,NA
"10",100117,"1100117","Michael McFadden",1,9,"10","1086",43,0,10,5,3,2,610,0,0,28,310,0,0,8,10,3,6,NA,NA
"10",100162,"298","Tommy Tuck",1,9,"10","1068",43,0,35,14,18,3,2119,0,2,108,1155,1,1,14,35,2,25,NA,NA
"11",100159,"1100159","Ben Holtby",1,11,"11","",43,0,8,3,4,1,484,0,1,23,259,0,0,2,8,42,0,NA,NA
"11",100153,"532","Evgueni Marmeladov",1,11,"11","",43,0,42,25,16,1,2541,4,2,131,1385,1,1,11,42,8,34,NA,NA
"11",100153,"532","Evgueni Marmeladov",1,11,"11","",43,1,13,7,5,1,844,0,0,45,454,1,2,0,13,0,0,NA,NA
"12",100167,"1100167","Julian O'Sullivan",1,19,"12","",43,0,6,3,2,1,365,0,1,13,156,0,1,3,6,44,4,NA,NA
"12",100116,"1100116","Mikke Laukkanen",1,19,"12","",43,0,44,18,23,3,2653,2,3,141,1354,2,2,8,44,6,33,NA,NA
"13",100152,"1100152","Jordin FourFour Jr.",1,21,"13","",43,0,45,22,18,5,2713,2,2,135,1427,1,1,13,44,6,34,NA,NA
"13",100172,"1100172","Willis Vincent",1,21,"13","",43,0,6,4,1,0,301,0,0,16,145,0,0,0,6,44,0,NA,NA
"13",100152,"1100152","Jordin FourFour Jr.",1,21,"13","",43,1,9,5,3,1,567,2,0,31,320,0,0,0,9,0,0,NA,NA
"14",100141,"1100141","Artom Zhumbayev",1,5,"14","",43,0,44,30,12,2,2656,0,1,123,1309,3,2,14,44,6,35,NA,NA
"14",100156,"1100156","Roberts Klavins",1,5,"14","",43,0,6,4,2,0,358,6,0,16,153,0,0,0,6,44,0,NA,NA
"14",100141,"1100141","Artom Zhumbayev",1,5,"14","",43,1,17,8,7,2,1071,0,0,52,519,0,1,0,17,0,0,NA,NA
"15",100275,"","Vasil Comescu",2,NA,"19","1908",43,0,4,0,0,0,129,0,0,3,51,0,0,0,0,15,0,NA,NA
"15",100148,"","Benjamin Blue",2,NA,"19","1900",43,0,31,11,18,2,1799,4,2,81,816,0,0,15,31,2,21,NA,NA
"15",100274,"","Larry Atta",2,NA,"19","",43,0,22,8,11,0,1030,2,0,60,483,0,1,7,19,31,14,NA,NA
"16",100273,"","Brando Sando",2,NA,"18","",43,1,1,0,1,0,60,0,0,4,26,0,0,0,1,6,0,NA,NA
"16",100170,"","Scottey Crawfling",2,NA,"18","",43,1,6,3,2,1,370,0,0,16,149,1,0,0,6,1,0,NA,NA
"16",100170,"","Scottey Crawfling",2,NA,"18","",43,0,45,24,17,2,2584,4,2,127,1131,2,1,22,44,3,34,NA,NA
"16",100273,"","Brando Sando",2,NA,"18","",43,0,10,2,3,2,466,0,0,24,200,0,0,4,6,44,3,NA,NA
"17",100179,"","Johannes Leitner",2,NA,"17","",43,1,10,8,1,1,662,0,1,22,280,0,0,0,10,0,0,NA,NA
"17",100179,"","Johannes Leitner",2,NA,"17","",43,0,43,31,9,1,2458,6,5,102,1011,1,0,13,42,8,32,NA,NA
"17",100164,"","Greg Santos",2,NA,"17","",43,0,11,3,4,2,571,0,0,27,227,0,0,0,8,42,0,NA,NA
"18",100180,"","Nathan Cosco",2,NA,"52","",43,0,13,2,3,1,514,0,0,20,209,1,0,3,5,45,5,NA,NA
"18",100178,"","Kata Vilde",2,NA,"52","",43,0,45,17,19,8,2541,6,3,135,1034,1,1,28,45,5,24,NA,NA
"19",100182,"","Cedric Robinson",2,NA,"15","",43,1,13,7,4,2,835,2,1,41,418,0,0,0,13,0,0,NA,NA
"19",100271,"","Ricky Lewis",2,NA,"15","",43,1,1,0,0,0,11,0,0,0,7,0,0,0,0,13,0,NA,NA
"19",100182,"","Cedric Robinson",2,NA,"15","",43,0,45,24,18,2,2640,2,1,112,1108,0,1,11,44,6,36,NA,NA
"19",100271,"","Ricky Lewis",2,NA,"15","",43,0,7,2,4,0,377,2,1,18,162,0,0,0,6,44,0,NA,NA
"20",100276,"","Arvid Hakansson",2,NA,"50","",43,1,3,0,0,0,95,0,0,3,38,0,0,0,0,12,0,NA,NA
"20",100173,"","Aleister Cain",2,NA,"50","",43,1,12,5,5,2,655,0,1,37,303,0,0,0,12,0,0,NA,NA
"20",100276,"","Arvid Hakansson",2,NA,"50","",43,0,11,5,2,0,521,0,0,20,224,1,0,2,6,44,6,NA,NA
"20",100173,"","Aleister Cain",2,NA,"50","",43,0,44,22,15,6,2523,2,1,122,1023,3,0,28,44,6,33,NA,NA
"21",100148,"","Benjamin Blue",2,NA,"21","",43,1,6,2,2,2,410,0,0,23,197,0,0,0,6,0,0,NA,NA
"21",100275,"","Vasil Comescu",2,NA,"21","1908",43,0,6,1,0,1,153,0,0,4,64,0,0,3,0,35,0,NA,NA
"21",100148,"","Benjamin Blue",2,NA,"21","1900",43,0,15,9,6,0,883,0,1,38,382,0,0,0,15,0,0,NA,NA
"21",100184,"","Mark McFleury",2,NA,"21","",43,0,36,16,15,2,1974,2,2,109,965,3,0,0,35,15,0,NA,NA
"22",100176,"","Petr Vrana",2,NA,"22","",43,1,11,4,5,2,684,2,0,31,292,0,0,0,11,1,0,NA,NA
"22",100277,"","Scott Wyndham",2,NA,"22","",43,1,2,1,0,0,94,0,0,3,26,0,0,0,1,11,0,NA,NA
"22",100277,"","Scott Wyndham",2,NA,"22","",43,0,11,6,2,0,561,0,1,19,224,0,0,0,8,42,0,NA,NA
"22",100176,"","Petr Vrana",2,NA,"22","",43,0,42,17,22,3,2452,2,1,127,1096,1,1,15,42,8,31,NA,NA
"25",100168,"","Sebastien Primeau",3,NA,"25","",43,0,10,3,6,1,609,0,1,31,332,1,0,11,10,0,7,NA,NA
"26",100113,"","Richard C. Hocolate",3,NA,"26","",43,1,1,0,1,0,60,0,0,3,29,0,0,0,1,0,0,NA,NA
"26",100113,"","Richard C. Hocolate",3,NA,"26","",43,0,10,4,5,1,604,4,0,27,303,1,0,3,10,0,7,NA,NA
"27",100182,"","Cedric Robinson",3,NA,"56","",43,0,2,0,0,0,57,0,0,1,22,0,0,0,0,10,0,NA,NA
