Player Name,Row Labels,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,
John Langabeer,4,34,10,8,18,1,0,0,6,41,89,0,0,4,504,0,0,0,1,3,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0
Joseph Weston,7,41,10,15,25,1,0,,42,,89,,,48,822.6833333,0,1,1,,16.65,0,0,0,,20.21666667,2,,46,,,,,0,0,1,4
Kaarlo Kekkonen,5,41,10,14,24,-5,10,,20,,127,,,38,860.25,1,1,2,,45.56666667,0,0,0,,7.933333333,0,,26,,,,,0,0,0,15
Kyle Keenan,4,50,10,23,33,-2,39,25,47,133,155,0,0,11,1189,3,6,9,52,178,0,0,0,4,139,1,0,895,0,0,0,0,1,0,0,15
Liam O'Callaghan,5,47,10,18,28,-3,48,10,62,49,95,24,56,61,1065,4,5,9,41,143,0,0,0,2,91,0,3,0,1,0,0,0,0,0,0,79
Lucas Smith,3,30,10,11,21,9,4,0,4,42,89,0,0,6,576,0,1,1,8,60,0,0,0,0,28,1,1,48,0,0,0,0,0,,,
Marc Hagan,4,50,10,13,23,2,8,0,42,85,109,28,70,6,768,0,2,2,0,3,0,0,0,0,3,5,0,901,0,0,0,0,0,0,5,0
Nathan Explosion,6,61,10,15,25,-16,64,20,186,23,96,11,25,24,1117,1,0,1,0,29.13333333,0,0,0,0,33.26666667,1,0,549,0,0,0,0,1,0,2,7
Ondrej Ravchitikov,5,50,10,20,30,2,36,0,58,61,86,0,0,43,1132,4,6,10,47,157,0,0,0,0,23,3,1,0,0,0,0,0,0,0,0,828
Ray Pejonis,3,30,10,18,28,-2,6,0,24,32,108,0,0,6,652,2,12,14,16,82,0,0,0,0,0,2,1,57,0,0,0,0,0,0,0,357
Sarmad Khan,4,42,10,25,35,2,61,,81,,125,,,25,,,,,,,,,,,,,,,,,,,,1,1,0
Sean Stevenson Jr.,7,79,10,30,40,12,54,0,150,82,72,24,48,93,1666,4,2,6,29,121,0,0,0,1,158,2,0,0,0,0,0,0,0,0,2,954
Viatcheslav Orlov,11,93,10,43,53,-7,82,0,208,95,99,12,16,134,1958,3,8,11,36,124,0,2,2,2,214,0,0,108,0,0,0,0,0,0,0,68
Vidrik Onoprienko,6,51,10,18,28,9,37,5,96,57,87,0,0,7,904,0,3,3,14,115,0,0,0,1,46,3,0,100,0,0,0,0,0,0,,0
William Hartmann,4,48,10,17,27,-5,8,,79,,143,,,65,961.45,0,1,1,,11.18333333,0,0,0,,25.91666667,1,,62,,,,,0,0,4,1195
Willie Weber,5,57,10,21,31,0,107,5,162,82,106,0,0,73,1412,5,10,15,66,225,0,1,1,3,191,2,0,0,0,0,0,0,0,0,0,0
Bobby Lane,2,23,9,14,23,4,7,5,25,7,82,3,14,25,479.6666667,1,6,7,0,36.96666667,0,0,0,1,10.48333333,3,0,9,0,0,0,0,0,,,
Cam Ouellette,6,68,9,14,23,1,13,5,27,44,104,18,28,10,978,1,4,5,11,90,0,0,0,0,0,1,0,81,0,0,0,0,0,0,2,0
Carlos Brown,4,36,9,9,18,1,6,,32,,55,,,11,600.4333333,0,0,0,,20.05,0,0,0,,2.666666667,4,,48,,,,,0,0,,0
Castiel Lee,4,43,9,16,25,-6,118,,62,,159,,,20,,,,,,,,,,,,,,,,,,,,0,0,90
Conor Tanner,9,90,9,20,29,-5,12,0,89,14,180,4,11,124,1815.5,1,1,2,0,36.43333333,0,1,1,0,64.23333333,2,0,471,0,0,0,0,0,0,0,0
Daniel Passarella,4,50,9,11,20,-7,8,0,41,43,75,0,0,8,626,1,1,2,12,49,0,1,1,3,66,2,0,40,0,0,0,0,0,0,0,0
David Vent,10,83,9,30,39,8,83,25,122,42,91,11,10,116,1686.533333,1,1,2,4,54.45,0,1,1,1,74.16666667,1,1,0,0,0,0,0,0,1,1,1350
Eric Pelletier,8,96,9,35,44,-16,48,10,88,192,147,46,106,16,1693,2,11,13,19,132,0,0,0,2,94,2,0,2055,0,0,0,0,0,0,0,914
Herb Robert,5,36,9,16,25,-1,8,0,53,31,114,40,89,9,681,3,6,9,20,80,0,0,0,0,0,1,0,260,1,0,0,0,0,0,0,0
Jackson Rogers-Tanaka,4,55,9,23,32,2,42,20,49,63,68,0,0,60,1308,4,10,14,42,190,0,0,0,0,121,3,1,1,0,0,0,0,0,0,0,38
James Dekens,6,53,9,7,16,-23,0,0,7,38,97,31,58,5,715,1,0,1,7,32,0,0,0,0,0,1,1,55,0,0,0,0,0,0,0,0
Jules Watt,8,83,9,22,31,7,38,0,122,15,142,3,3,61,1483.85,0,0,0,0,0,0,0,0,0,62.4,0,0,0,0,0,0,0,0,0,1,36
Lukas Johnson,8,95,9,41,50,5,26,0,66,101,81,0,0,133,1966,4,4,8,36,153,0,1,1,0,148,0,0,0,1,0,0,0,0,0,0,7
Matthew Leetch,10,97,9,44,53,11,46,0,112,94,118,26,54,127,2111,5,6,11,47,232,0,0,0,1,221,1,1,0,1,0,0,0,0,0,0,52
Mika Kandinsky,3,35,9,18,27,1,10,10,25,27,120,13,28,36,783.0166667,2,7,9,13,76.96666667,0,0,0,0,56.98333333,2,0,511,0,0,0,0,0,0,0,111
Parker Smeb,8,90,9,38,47,13,32,0,149,24,193,14,24,157,1935,0,5,5,4,107.25,0,0,0,0,70.16666667,0,0,10,0,0,0,0,0,0,0,15
Phineas Gold,8,66,9,24,33,-2,10,0,60,17,102,8,30,39,1098.516667,1,3,4,9,72.7,0,0,0,0,12.15,2,0,112,0,0,0,0,0,0,0,41
Rick James,5,45,9,15,24,-11,46,0,99,48,94,0,0,8,798,0,3,3,6,65,0,0,0,0,0,2,1,60,0,0,0,0,0,1,,0
Rufus Reinhart,3,23,9,7,16,8,0,0,7,47,55,0,0,2,503,3,1,4,9,76,0,0,0,1,40,0,1,583,0,0,0,0,0,0,0,0
Samee Iqbal,6,76,9,26,35,-28,11,5,33,95,132,2,6,62,1543,2,8,10,22,138,0,0,0,1,118,1,0,602,0,0,0,0,1,,,
Sven Brokstad,14,169,9,45,54,24,52,0,167,126,87,28,59,191,2676,1,1,2,8,29,1,1,2,1,220,0,0,0,0,0,0,0,0,0,0,0
Taldon Shepard,2,19,9,9,18,3,8,,21,,66,,,9,,,,,,,,,,,,,,,,,,,,0,0,20
Teodors Cukurs,6,61,9,36,45,3,20,0,64,125,163,23,83,12,1140,3,13,16,34,164,0,1,1,3,111,1,0,1538,0,0,0,0,0,0,0,0
Terry Bullis,4,40,9,21,30,-2,8,0,16,132,122,0,0,8,955,0,7,7,25,139,0,1,1,0,147,2,0,1313,0,0,0,0,0,0,0,16
Thomas King,6,59,9,21,30,-25,30,0,78,125,193,0,0,15,1293,3,7,10,40,153,0,1,1,3,120,1,1,1005,0,0,0,0,0,,,
Keith Lee,4,23,9,10,19,-4,2,,28,,64,,,30,553.7333333,2,3,5,,23.11666667,0,0,0,,19.35,0,,194,,,,,0,0,0,0
Guy LeGrande,3,31,9,9,18,-2,6,,24,,55,,,27,569.7333333,0,0,0,,0,0,0,0,,0.833333333,0,,47,,,,,0,,,
Adam Barron,2,24,8,18,26,14,16,,31,,98,,,44,537.7333333,4,0,4,,31.65,0,0,0,,32.53333333,0,,0,,,,,2,0,0,1
Anastasia O'Koivu,9,83,8,27,35,12,86,25,205,46,104,22,58,79,1479.733333,0,5,5,14,59.68333333,0,0,0,1,94.6,0,0,33,0,0,0,0,0,0,0,0
Artemi Berezin,5,53,8,13,21,-15,22,10,43,106,112,32,92,13,983,0,2,2,4,53,0,0,0,3,52,1,1,1138,0,0,0,0,1,0,0,5
Boruvka Banananak,6,40,8,12,20,5,10,10,24,28,83,19,64,18,746.35,2,2,4,17,95,0,0,0,0,0,4,0,55,0,0,0,0,0,0,0,8
Brandon Cant,6,68,8,35,43,-10,85,25,106,85,111,0,0,78,1641,6,14,20,67,216,0,1,1,0,218,1,2,0,0,0,0,0,1,0,,37
Colin Holmes,3,30,8,9,17,-2,32,,34,,64,,,8,,,,,,,,,,,,,,,,,,,,0,0,0
Dion?z Vysko?,3,30,8,6,14,8,0,0,3,25,57,9,28,7,503,2,0,2,2,11,0,0,0,0,0,0,0,35,0,0,0,0,0,,,
Eero H?m?l?inen,7,78,8,25,33,-23,16,0,46,79,103,12,22,110,1681,5,11,16,44,215,0,0,0,0,148,1,0,0,0,0,0,0,0,0,0,0
Eric Hudson,4,37,8,17,25,11,4,,47,,89,,,50,735.7166667,0,0,0,,0,0,0,0,,28.61666667,2,,61,,,,,0,,,
Erik Lehner,3,32,8,13,21,7,39,5,64,62,79,0,0,5,665,1,7,8,15,89,0,0,0,1,116,1,0,52,0,0,0,0,0,0,0,0
Gary Grease,8,96,8,34,42,-8,114,0,245,82,93,34,63,107,1981,3,7,10,32,174,0,0,0,0,146,3,1,0,0,0,0,0,0,0,0,283
Geoff Moore,6,60,8,26,34,-5,36,0,86,32,95,22,30,113,1377.616667,3,7,10,22,105.5166667,0,0,0,1,112.5666667,2,1,1,0,0,0,0,0,0,,297
Guy O'Shea,5,66,8,23,31,21,6,,52,,148,,,107,1268.883333,0,0,0,,24.38333333,0,0,0,,29.71666667,3,,0,,,,,0,0,0,0
Jagger Fouquette,5,61,8,20,28,20,18,0,107,12,122,5,28,12,1024.9,0,1,1,5,15.28333333,0,0,0,0,37.5,0,0,110,0,0,0,0,0,0,0,7
Jason Forbrook,8,98,8,5,13,-3,49,5,124,24,71,3,9,10,903,0,0,0,0,1,0,0,0,0,0,3,0,60,0,0,0,0,0,0,0,0
Jordan Nugent-Hall,2,22,8,7,15,11,6,0,52,60,69,0,0,1,479,0,1,1,8,57,0,0,0,4,60,0,2,489,0,0,0,0,0,0,0,0
Joseph Lombardi,8,45,8,19,27,-9,4,0,36,50,122,21,99,3,938,2,2,4,25,107,0,0,0,0,18,1,0,84,0,0,0,0,0,0,0,0
Kelly Rivet,3,41,8,22,30,-6,16,0,94,75,91,0,0,19,931,1,2,3,3,20,0,1,1,2,111,1,0,82,0,0,0,0,0,0,0,289
Kevin Kazarian,4,27,8,8,16,-12,5,5,20,59,60,32,38,1,529,3,0,3,13,66,0,0,0,0,35,2,0,732,0,0,0,0,1,0,0,10
Klaus Wagner,7,44,8,22,30,-14,8,0,10,54,62,1,1,79,1127,3,7,10,28,76,0,0,0,1,133,0,0,0,0,0,0,0,0,0,0,0
Leopold Lockhart,9,63,8,11,19,-24,22,0,81,33,116,23,39,96,1291.416667,2,2,4,29,77.3,0,0,0,1,92.53333333,2,0,0,0,0,0,0,0,0,0,58
Mercer Church,11,109,8,5,13,-28,17,5,46,83,127,26,67,8,1239,0,0,0,3,10,0,0,0,0,28,1,0,808,0,0,0,0,0,,,
Mikkel Asmus Sondergard,4,37,8,9,17,14,2,,39,,61,,,64,700.1333333,0,0,0,,5.4,0,0,0,,4.516666667,1,,0,,,,,0,0,0,5
Noah Konn,3,43,8,17,25,4,28,0,130,47,122,37,94,5,919,1,5,6,10,81,0,0,0,2,43,2,0,91,0,0,0,0,0,0,0,31
Pavel Bursyuk,5,39,8,10,18,-8,4,0,6,59,73,0,0,9,644,1,2,3,10,47,0,0,0,1,11,0,1,67,0,0,0,0,0,0,6,0
Rafe Ulrich,4,37,8,11,19,-9,24,0,70,36,85,21,48,13,738.15,1,2,3,6,51,0,0,0,3,77.8,2,0,94,0,0,0,0,0,,,
Reginald MacIntyre,11,95,8,39,47,-15,62,0,183,69,155,33,67,116,1998.35,5,6,11,42,116.75,0,1,1,2,193.7,3,0,1,0,0,0,0,0,0,,0
Rhys Pritchard,1,19,8,8,16,13,0,,37,,54,,,6,388.6,0,1,1,,8.283333333,0,0,0,,17.03333333,0,,42,,,,,0,0,0,0
Richard Metcalf,2,22,8,4,12,3,10,,28,,62,,,7,,,,,,,,,,,,,,,,,,,,0,,18
Riko Muerto,4,37,8,13,21,15,20,0,86,66,120,0,0,7,913,0,3,3,21,138,0,0,0,5,96,0,1,139,0,0,0,0,0,0,2,1093
Teddy Kesler,4,50,8,5,13,-17,2,0,37,69,80,9,12,7,739,0,1,1,5,62,0,0,0,0,8,1,0,763,0,0,0,0,0,,,
Tony Ford,9,73,8,28,36,6,12,0,83,25,158,22,23,128,1588.316667,3,1,4,20,133.6666667,0,0,0,0,47,2,0,0,0,0,0,0,0,1,0,0
Daniel Laforest,4,48,8,22,30,-1,16,,85,,115,,,29,887.5333333,0,0,0,,6.166666667,0,0,0,,27.78333333,0,,731,,,,,0,0,0,0
Jean-Uhtred Ragnarsson-Tremblay,2,40,8,21,29,6,4,,52,,95,,,32,793.5166667,0,3,3,,12.76666667,0,0,0,,27.03333333,0,,702,,,,,0,0,1,20
Walton Stromberg,2,13,8,2,10,-5,4,,9,,27,,,26,276.25,1,0,1,,7.9,0,0,0,,6.783333333,2,,231,,,,,0,0,0,0
Theo Kondos,2,28,8,17,25,16,6,,10,,49,,,17,525.6833333,0,0,0,,0,0,0,0,,2.583333333,1,,263,,,,,0,0,0,9
Adrian Thomaz,3,30,7,13,20,-1,4,0,25,81,63,0,0,8,738,1,3,4,15,101,1,1,2,3,100,1,1,985,1,0,0,0,0,1,1,484
Akira Ren,6,74,7,26,33,4,6,0,130,0,225,0,0,89,1535.95,1,4,5,0,83.96666667,0,0,0,0,67.16666667,1,0,0,0,0,0,0,0,1,0,660
Alexander Zajac,3,23,7,17,24,10,0,0,12,76,63,16,46,5,513,1,3,4,12,56,0,0,0,0,51,2,0,685,0,0,0,0,0,0,,118
Bob Bergen,9,68,7,39,46,-2,56,0,104,75,126,40,85,106,1624,3,8,11,43,182,0,0,0,0,141,1,0,0,0,0,0,0,0,0,,1
Chester Cunningham,7,64,7,20,27,2,68,10,119,105,160,0,0,6,1063,0,6,6,21,108,0,0,0,2,134,2,1,1302,0,0,0,0,0,0,0,25
Chuck Crutchfield,4,39,7,20,27,-4,14,0,20,25,55,17,39,58,856,5,6,11,32,92,0,0,0,1,81,2,1,0,0,0,0,0,0,0,0,13
Claude Perron,6,61,7,24,31,-9,28,10,63,97,111,0,0,26,1299,2,10,12,22,152,1,0,1,3,100,1,0,94,0,0,0,0,0,0,0,42
Conor John,3,32,7,4,11,4,6,,50,,79,,,8,,,,,,,,,,,,,,,,,,,,0,0,0
David Benson,6,39,7,10,17,-9,6,0,38,57,91,0,0,19,931,1,0,1,19,104,0,0,0,2,78,0,0,46,0,0,0,0,0,2,2,905
David Knight,2,23,7,10,17,5,26,,22,,71,,,5,,,,,,,,,,,,,,,,,,,,0,1,231
Eliseo Zamora,3,26,7,13,20,2,46,,46,,47,,,9,,,,,,,,,,,,,,,,,,,,0,0,41
Ensio Kalju,7,71,7,26,33,-8,96,30,142,60,108,24,61,94,1618.25,4,6,10,35,136.15,0,0,0,0,135.0333333,2,0,0,0,0,0,0,0,0,0,0
Etienne Modano,3,31,7,8,15,-1,8,0,30,35,60,0,0,3,620,0,2,2,12,90,0,0,0,1,15,4,1,48,0,0,0,0,0,0,0,7
Gordie Boomhover,3,30,7,14,21,0,8,0,15,39,37,16,31,16,475.55,1,2,3,3,30.95,0,0,0,0,36.26666667,1,0,408,1,0,0,0,0,0,0,0
Griffin Simons,5,51,7,22,29,-9,4,0,17,95,113,0,0,37,903,2,9,11,22,92,0,0,0,4,91,1,0,720,0,0,0,0,0,,,
Isaac Kaiser,2,23,7,10,17,-1,9,5,25,69,64,13,22,4,533,0,3,3,8,62,0,0,0,0,44,2,0,662,0,0,0,0,0,1,3,0
Jack Kennedy,4,28,7,11,18,-7,2,0,21,38,83,16,71,7,556.4833333,1,3,4,11,46,0,0,0,0,8.85,2,1,52,0,0,0,0,0,0,0,19
Josef Kubinec,5,41,7,16,23,7,2,,33,,113,,,34,854.0166667,0,0,0,,30.11666667,0,0,0,,16.53333333,1,,206,,,,,0,0,0,0
Mia Landvik,11,133,7,55,62,-7,207,35,380,163,126,7,25,194,3096,4,13,17,63,226,0,0,0,1,333,2,0,0,0,0,0,0,1,0,0,0
Nico Gross,4,38,7,5,12,-2,37,5,112,29,44,8,29,5,550,0,0,0,0,4,0,0,0,0,8,1,0,54,0,0,0,0,0,0,0,6
Nikolai Evans,5,44,7,17,24,-5,12,0,26,38,74,20,50,70,947.5,4,4,8,32,114.3666667,0,0,0,1,94.11666667,0,0,0,1,0,0,0,0,0,0,51
Oliver Cleary,9,74,7,30,37,-4,91,25,190,28,113,8,12,111,1639.633333,0,1,1,8,86.65,0,0,0,1,122.7,1,1,0,0,0,0,0,1,0,1,0
Paddy O'Sullivan,6,76,7,11,18,-7,26,0,94,79,116,28,75,7,1182,0,0,0,3,11,0,0,0,0,66,1,0,817,0,0,0,0,0,0,0,0
Richard Metcalf Jr.,4,34,7,11,18,-8,42,20,38,39,90,23,64,3,652,3,2,5,21,88,0,0,0,0,8,1,0,53,0,0,0,0,2,0,0,0
Richard Physt,7,73,7,23,30,-10,111,25,181,73,86,24,54,108,1667,4,6,10,37,146,0,0,0,1,172,2,0,0,0,0,0,0,1,0,,110
Riley Forsberg,3,25,7,1,8,-4,22,0,61,13,28,0,0,1,380,3,0,3,4,31,0,0,0,0,0,1,0,18,0,0,0,0,0,0,0,0
Roman Schultz,3,39,7,22,29,5,56,10,72,56,54,0,0,36,956,5,3,8,41,130,0,1,1,0,114,2,0,0,0,0,0,0,1,0,1,264
Sean Leonidas,6,58,7,14,21,-10,45,0,79,45,108,0,0,14,505,0,2,2,3,71,0,0,0,0,43,0,0,549,0,0,0,0,0,0,2,484
Steven Moyer,8,62,7,21,28,-11,10,0,47,89,127,24,68,52,1321.066667,1,3,4,19,99.96666667,0,0,0,0,92.23333333,1,0,1314,0,0,0,0,0,,,
Sulak O'Hritea,3,29,7,8,15,-6,28,0,112,38,69,22,42,8,486,0,0,0,1,5,0,0,0,0,36,0,0,71,0,0,0,0,0,1,0,0
The Dude,7,58,7,30,37,3,26,0,72,55,113,39,68,77,1296,3,12,15,56,157,0,0,0,3,130,1,0,0,0,0,0,0,0,0,0,64
Thor Ludvigsen,5,69,7,11,18,-8,38,0,118,61,83,0,0,5,1033,3,6,9,19,162,0,0,0,0,14,3,1,437,0,0,0,0,0,0,0,0
Tom Sawyer,4,39,7,14,21,-10,10,0,18,68,96,0,0,14,875,2,6,8,18,125,0,0,0,2,119,0,1,79,0,1,0,0,0,,,
Vasily Horvat,9,87,7,24,31,1,62,0,196,66,133,30,87,8,1354,0,2,2,9,68,0,0,0,0,54,1,0,163,0,0,0,0,0,0,0,0
Zakkira Diporov,2,22,7,5,12,0,6,,41,,37,,,7,385.4166667,0,0,0,,2.683333333,0,0,0,,0,1,,17,,,,,0,0,,73
Al Kayhall,3,34,6,2,8,-2,2,0,16,0,31,0,0,14,305.3333333,0,0,0,0,2,0,0,0,0,2.783333333,0,0,9,0,0,0,0,0,0,0,0
Alexander Andrezjeck,5,41,6,9,15,1,0,0,4,52,54,0,0,9,506,0,0,0,0,2,0,0,0,0,0,1,0,544,0,0,0,0,0,2,1,0
Bohemund Hadrada,5,37,6,5,11,0,34,10,43,25,36,0,0,25,574,2,0,2,12,77,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,4
Boris Denisovich,3,21,6,7,13,-7,2,0,49,16,58,7,34,7,348,3,0,3,9,18,0,0,0,0,0,2,0,26,0,0,0,0,0,0,0,0
Cameron Urbowicz,4,35,6,11,17,3,4,0,12,34,55,0,0,10,542,0,0,0,1,7,0,1,1,3,34,0,0,54,0,0,0,0,0,,,
Charlie Schieck,5,50,6,11,17,-1,20,0,76,43,92,19,43,90,1080.216667,3,0,3,37,87,0,0,0,1,68.56666667,1,0,6,0,0,0,0,0,0,0,0
Dean Clarke,2,38,6,19,25,6,52,10,122,55,57,0,0,61,968,4,2,6,33,131,0,1,1,0,95,2,0,0,0,0,0,0,0,1,1,1416
Donnie Dicks,3,29,6,7,13,-9,6,0,21,25,66,14,36,2,491,1,3,4,7,30,0,0,0,0,0,2,0,44,0,0,0,0,0,0,0,0
Eric Vanderberg,7,85,6,9,15,1,15,0,50,2,79,0,0,59,786.1833333,0,0,0,0,0,0,0,0,0,37.23333333,0,0,0,0,0,0,0,0,0,0,0
Gregory Lazaro,3,28,6,6,12,-1,55,,41,,61,,,15,,,,,,,,,,,,,,,,,,,,0,1,14
Jacob Renninger,3,41,6,11,17,5,0,0,21,44,86,0,0,9,854,1,3,4,9,62,0,0,0,0,116,1,1,67,0,0,0,0,0,0,0,0
Jeff Dar,4,23,6,10,16,-2,46,,51,,72,,,18,,,,,,,,,,,,,,,,,,,,0,0,76
Jim Lahey,4,44,6,22,28,23,42,0,99,56,60,0,0,64,1138,2,4,6,24,110,0,0,0,0,70,3,0,2,0,0,0,0,0,0,0,23
Joe Momma,2,22,6,5,11,1,70,,33,,74,,,17,,,,,,,,,,,,,,,,,,,,0,2,711
Luca Veccelli,7,54,6,18,24,0,12,0,41,25,67,13,23,36,898.3333333,0,1,1,4,29,0,1,1,0,25.1,0,0,662,0,0,0,0,0,0,0,0
Maria Maximova,6,38,6,16,22,-7,34,0,85,32,98,0,0,53,950,3,5,8,46,90,0,0,0,2,114,0,0,7,0,0,0,0,0,,,
Mattias Holmberg,6,75,6,21,27,9,22,0,45,74,62,7,15,127,1513,2,3,5,12,50,0,0,0,1,196,2,1,0,0,0,0,0,0,0,0,0
Max Poulin,4,58,6,11,17,13,10,0,35,36,14,8,11,60,916,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,0
Nike Kickz,2,22,6,6,12,11,2,0,3,30,60,0,0,8,446,1,0,1,6,27,0,0,0,0,59,3,0,26,0,0,0,0,0,,,
Niklas Stryker,2,12,6,6,12,2,0,0,2,25,48,0,0,4,291,0,1,1,7,41,0,0,0,0,18,2,0,20,0,0,0,0,0,0,0,137
Patric Twist,4,36,6,8,14,-13,13,,54,,56,,,46,682.25,1,0,1,,24.05,0,0,0,,9.383333333,1,,14,,,,,0,0,0,487
Patrick Perry,3,33,6,12,18,-7,62,,62,,74,,,22,,,,,,,,,,,,,,,,,,,,0,0,0
Steven Stamkos Jr.,3,17,6,2,8,-3,0,0,3,35,60,5,10,4,336,0,0,0,5,35,0,0,0,0,10,2,0,312,0,0,0,0,0,0,0,217
Tahk Paccenn,1,12,6,5,11,2,52,,31,,51,,,9,,,,,,,,,,,,,,,,,,,,0,0,0
Tony Flow,4,22,6,2,8,-4,6,0,5,19,43,0,0,4,383,1,1,2,2,9,0,0,0,0,11,1,1,38,0,1,0,0,0,0,0,25
Troy McClure III,10,121,6,28,34,7,119,5,184,93,125,16,38,150,2386.516667,1,2,3,20,98.23333333,0,0,0,1,225.3666667,1,1,0,0,0,0,0,0,,,
Valterri Bottas,4,35,6,19,25,-6,29,5,53,45,51,0,0,45,917,3,6,9,35,112,0,1,1,2,110,0,1,0,0,0,0,0,0,,,
Victor Helstrom,4,41,6,15,21,3,12,0,25,35,37,0,0,52,931,2,3,5,21,104,1,0,1,1,121,0,2,0,0,0,0,0,0,0,0,366
Vince Reaper,4,34,6,8,14,-8,4,0,29,43,126,30,92,6,723,0,2,2,15,87,0,0,0,1,56,0,0,52,1,0,0,0,0,0,0,31
Yoshimitsu McCloud,4,31,6,5,11,-5,8,0,12,2,45,2,2,54,529.8333333,1,0,1,0,10.41666667,0,0,0,0,17.45,1,0,391,0,0,0,0,0,1,1,170
Asborn Alexanderson,1,11,6,2,8,-4,0,0,0,8,18,0,0,0,225,2,0,2,4,28,0,0,0,0,1,3,1,26,0,0,0,0,0,0,0,17
Devin Basher,2,30,6,9,15,5,2,,28,,54,,,21,567.0166667,0,0,0,,0,0,0,0,,0,2,,43,,,,,0,0,0,0
Adam Johansson,4,56,5,4,9,2,22,0,94,29,61,0,0,14,654,0,0,0,0,0,0,0,0,0,0,1,2,33,0,0,0,0,0,0,0,0
Andrej Doskocil,11,95,5,29,34,-9,51,5,182,50,80,12,26,168,1794.633333,0,0,0,0,1.916666667,1,1,2,1,163.7,1,0,3,0,0,0,0,0,0,,0
Barney Stinson,7,59,5,18,23,-21,87,5,239,75,79,0,0,82,1452,5,2,7,36,158,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,10
Belial,1,11,5,9,14,8,0,0,4,14,38,0,0,1,226,3,2,5,8,34,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,7
Bojo Biscuit,7,43,5,18,23,-15,79,15,95,54,65,0,0,84,1137,5,6,11,31,112,0,0,0,0,125,0,0,0,0,0,0,0,0,,,
Brad Steeves,2,11,5,3,8,5,20,,16,,31,,,7,,,,,,,,,,,,,,,,,,,,0,0,86
Brandon Pomery,4,62,5,13,18,19,22,0,41,22,34,0,0,32,651,0,1,1,4,47,0,0,0,1,14,2,0,0,0,0,0,0,0,,,
Cara Hohenberg,11,127,5,44,49,11,62,0,114,79,70,3,14,114,2066,0,1,1,3,31,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,8
Claudio Krejci,1,11,5,5,10,2,6,,6,,38,,,5,,,,,,,,,,,,,,,,,,,,0,0,0
Clint Eastwood,7,72,5,30,35,-6,47,5,93,69,43,22,34,95,1375,1,6,7,16,91,0,0,0,0,136,1,0,0,1,0,0,0,0,,,
Colt Constantine,2,32,5,13,18,-2,12,0,38,33,65,0,0,23,784,1,8,9,23,124,0,0,0,0,32,3,1,34,0,0,0,0,0,,,
Colton Hagan,3,15,5,5,10,1,12,0,29,15,52,13,38,1,279,1,0,1,8,29,0,0,0,1,10,0,0,16,0,0,0,0,0,0,0,35
CPU Player,3,488,5,16,21,-2,170,,180,,153,,,66,,,,,,,,,,,,,,,,,,,,0,0,0
Daniel Karlsson,3,33,5,13,18,-7,13,5,52,67,77,16,58,26,705,1,4,5,23,89,0,0,0,1,65,0,1,479,0,0,0,0,1,0,,0
Danny Marston,1,19,5,9,14,-1,2,,27,,31,,,32,348.8333333,0,1,1,,8.283333333,0,0,0,,11.26666667,1,,260,,,,,0,0,0,0
Darian Scherbluk,4,35,5,21,26,-4,43,5,57,51,80,0,0,48,924,2,4,6,35,102,0,0,0,0,104,1,1,0,0,0,0,0,0,0,0,156
Dave Smith,4,30,5,21,26,12,29,5,76,37,46,0,0,32,749,2,6,8,25,103,0,0,0,1,104,1,0,11,0,0,0,0,0,0,,31
Dickie Pecker,4,23,5,3,8,-9,2,0,20,15,44,0,0,2,341,0,0,0,0,2,0,0,0,0,4,1,0,121,0,0,0,0,0,0,0,0
Dorian Greiser,3,29,5,6,11,-3,52,,30,,66,,,6,,,,,,,,,,,,,,,,,,,,,,
Eriks Skalbergs,3,23,5,5,10,-5,8,0,20,23,48,12,32,0,337,1,0,1,5,42,0,0,0,0,0,1,0,22,0,0,0,0,0,0,0,97
Evgeni Karpotsov,2,28,5,5,10,-6,13,5,32,51,56,0,0,6,592,0,2,2,2,27,0,0,0,0,3,2,1,500,0,0,0,0,0,0,1,1107
Filip Granlund,2,29,5,2,7,-4,0,0,11,18,34,0,0,5,345,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
First-Name Last-Name,1,19,5,7,12,8,4,,24,,49,,,4,410.4333333,0,1,1,,25.28333333,0,0,0,,16.08333333,2,,241,,,,,0,0,0,70
Gvidas Kazlauskas,2,13,5,3,8,3,0,0,8,12,35,8,16,1,216,2,1,3,10,15,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,2
J?nis Kr?mi??,4,57,5,15,20,0,6,0,18,69,81,0,0,6,779,0,1,1,1,12,0,0,0,1,31,0,2,572,0,0,0,0,0,,,
Jakub Bruchevski,2,11,5,2,7,-12,0,,24,,30,,,24,261.85,1,1,2,,10.43333333,0,0,0,,11.23333333,1,,107,,,,,0,1,0,486
