Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Conor John,6,273,33,30,63,7,72,15,238,211,400,109,194,84,2423,0,3,3,2,60,1,4,5,22,578,4,4,1164,1,0,0,0,2,0,0,545
Niclas Wastlund,6,272,76,151,227,113,359,125,658,578,481,151,146,260,5952,16,34,50,137,862,0,3,3,9,488,11,4,96,0,2,4,17,4,9,12,0
Dorian Greiser,7,270,51,69,120,8,183,50,212,138,594,178,298,61,2878,2,10,12,17,177,0,0,0,6,34,6,5,153,0,2,0,1,5,0,,11
Computer Brett,7,269,1,0,1,-7,2,0,3,1,1,0,0,0,154,0,0,0,0,2,1,0,1,1,7,0,0,6,0,0,0,0,0,0,0,0
Jean Chretien,6,268,0,0,0,1,0,0,2,3,0,0,0,0,44,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Alexei Rykov,6,266,66,71,137,-38,129,,256,,525,,,80,4692.483333,9,3,12,,230.9333333,0,1,1,,25.53333333,8,,108,,,,,0,0,1,0
Stirling MacTavish,5,266,13,48,61,-129,54,,50,,212,,,50,3993.1,1,2,3,,148.15,0,1,1,,161.6833333,1,,3051,,,,,0,6,11,12442
Alex Smirnov,7,265,53,81,134,24,135,15,365,388,587,33,44,49,4764,11,23,34,107,589,0,1,1,8,266,9,4,887,0,0,10,29,1,4,17,151
Patrick Walsh,6,262,15,17,32,-22,102,20,100,86,193,42,91,11,2759,1,0,1,1,39,0,0,0,0,1,2,1,135,1,0,0,2,2,0,0,0
Clay Parker,6,260,10,19,29,-19,6,0,16,62,77,0,0,42,1436,0,0,0,3,18,0,0,0,0,10,2,0,32,0,0,0,0,0,0,0,0
Alex Kachur,6,259,7,48,55,-19,335,195,452,467,328,105,118,374,5335,4,6,10,45,593,0,0,0,6,583,2,1,3,0,0,0,1,11,0,0,6
Sergey Kovalenko,6,258,109,123,232,15,339,165,298,326,810,231,456,95,5190,25,37,62,113,779,0,0,0,1,36,19,10,326,0,3,8,21,11,2,2,220
Computer Stark,6,258,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,892
Computer Praxia,5,258,0,0,0,-1,0,0,1,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,7,4398
Danny Sexbang,6,256,1,3,4,-23,26,0,70,26,25,0,0,23,1025,0,1,1,1,24,0,0,0,0,154,0,1,91,0,0,0,1,0,0,0,1
Nico Wallner,6,256,0,1,1,7,0,0,2,7,2,1,1,7,204,0,1,1,2,21,0,0,0,0,95,0,0,1,0,0,0,0,0,0,0,0
Quilha Agante,6,255,17,59,76,1,397,155,543,505,306,128,129,349,5727,7,9,16,36,472,1,3,4,14,813,3,0,0,0,0,0,1,4,4,3,0
Ezekiel Cook,6,255,15,43,58,-80,16,0,75,317,238,0,0,9,4309,2,12,14,37,380,0,0,0,7,417,2,2,3844,0,0,1,5,0,2,4,4488
Miikka Granlund,6,255,18,26,44,-74,92,0,239,228,214,0,0,26,2719,0,1,1,1,14,0,0,0,2,174,1,2,2081,0,0,1,1,0,0,2,0
J?nis Kr?mi??,7,254,38,37,75,-19,46,10,123,277,309,0,0,30,3604,3,3,6,14,94,0,0,0,3,164,6,1,1921,0,0,0,0,0,7,6,2
Evgeny Semin,6,253,45,64,109,-54,60,10,141,315,454,0,0,19,4335,11,23,34,89,542,0,0,0,1,33,4,3,3291,0,0,0,4,0,0,1,2777
Brian O'Rourke,6,253,16,31,47,-77,39,5,99,236,226,0,0,24,2687,0,1,1,3,38,0,0,0,0,11,0,0,1513,0,0,0,0,0,0,0,0
Kenji Yoshimura,6,252,29,39,68,-70,68,20,134,345,254,85,214,45,3476,0,0,0,2,28,0,0,0,2,139,4,4,3633,0,0,0,0,1,0,0,38
Markus Dahl,7,251,70,91,161,22,84,0,135,340,498,79,144,14,4918,17,20,37,96,719,3,1,4,8,253,13,8,3420,0,2,0,3,0,0,0,4
Hans Ponsen,6,251,22,88,110,-79,172,10,364,270,303,0,0,330,5194,15,22,37,161,511,0,0,0,4,531,4,0,0,0,0,0,0,0,0,3,2
Benoit Fortescue,6,251,16,84,100,-53,316,50,676,465,295,30,34,332,5841,7,24,31,123,591,0,1,1,2,714,0,3,6,0,0,0,2,4,0,,120
Brad Steeves,6,251,45,53,98,-7,217,60,264,218,508,128,265,64,3181,9,12,21,54,329,0,0,0,1,47,3,3,220,1,0,4,10,6,3,6,6
Samuel Jalopski,6,251,12,52,64,-16,146,0,344,123,104,23,69,240,3370,0,0,0,3,10,0,0,0,1,148,1,1,0,0,0,0,0,0,0,0,16
Mitchell Dambach,6,251,26,36,62,-12,172,0,385,204,352,0,0,24,3273,1,3,4,6,83,0,0,0,0,1,5,3,1550,0,0,1,2,0,0,0,936
Reed Laing,5,250,79,102,181,16,211,15,751,311,775,0,0,37,4705,15,24,39,129,606,0,0,0,0,14,9,3,386,3,0,4,25,0,8,17,1217
Willy Mack,5,250,68,89,157,-15,32,0,141,256,697,172,502,38,4893,10,38,48,138,651,0,0,0,3,98,5,11,401,0,0,3,8,0,0,0,4
Chuck Crutchfield,5,250,46,103,149,53,42,0,148,192,427,179,270,359,5456,17,30,47,186,636,1,1,2,4,527,10,1,0,0,0,0,0,0,1,3,4024
Leshaun King,5,250,72,70,142,-10,24,0,135,471,626,172,417,63,4941,11,14,25,79,410,0,0,0,12,421,14,2,5918,2,0,1,1,0,0,0,333
Teddy Kesler,6,250,55,60,115,-20,43,5,207,305,541,10,57,40,3826,7,11,18,54,334,0,0,0,0,81,10,1,3010,0,0,1,6,0,0,0,0
Colin Banning,5,250,23,90,113,-44,400,120,652,311,220,0,0,344,5423,7,18,25,84,349,0,1,1,4,502,3,2,0,0,0,0,0,5,0,0,0
Justs Sirmais,6,250,40,70,110,-28,142,40,329,316,358,0,0,19,4551,6,14,20,69,562,0,0,0,0,59,5,3,4336,1,0,0,0,1,2,2,2924
Vratislav Zbyn?k,6,250,52,51,103,-8,40,0,173,180,433,71,173,38,3458,4,8,12,63,351,0,0,0,0,80,7,2,254,2,1,1,12,0,0,0,224
Emeka Valentine-Okoli,5,250,48,53,101,-86,73,5,190,179,348,45,116,119,4439.733333,10,6,16,34,257.55,0,0,0,1,353.8333333,10,0,2960,0,0,1,1,0,0,1,32
Tony Pellegrino,5,250,42,56,98,-33,114,0,349,215,507,0,0,20,4792,9,12,21,59,492,0,0,0,0,57,4,5,331,0,0,4,13,0,2,4,2810
Donnie Dicks,5,250,42,53,95,-31,76,10,224,209,484,154,358,26,4013,5,4,9,42,255,0,0,0,1,2,7,2,282,0,0,0,2,0,4,7,72
Zack Hoover,5,250,27,68,95,-16,19,5,50,314,387,0,0,41,4337,3,18,21,44,321,1,1,2,8,554,2,1,374,0,0,0,0,0,1,1,0
Jaden Button,5,250,28,66,94,12,12,0,42,385,380,0,0,17,3908,2,14,16,49,444,0,1,1,3,233,5,3,4529,0,0,2,3,0,0,0,170
Janis D?ro,5,250,26,59,85,-54,19,5,65,320,291,70,198,40,3384,2,9,11,16,136,0,0,0,4,183,2,6,3401,1,0,0,1,0,8,18,0
Taystee Poussey,5,250,37,46,83,39,89,25,350,392,347,0,0,32,4020,2,7,9,17,151,1,0,1,3,269,3,2,4796,1,0,0,0,1,2,3,60
Alex Berkis,5,250,33,28,61,-41,32,0,113,168,344,0,0,21,3008,6,6,12,43,266,0,0,0,0,58,5,3,180,0,0,0,0,0,6,20,4210
Wolfhard Richter,5,250,13,42,55,-24,106,0,236,130,138,41,92,252,3606,0,2,2,6,45,0,0,0,0,31,2,0,0,0,0,0,0,0,0,0,404
Helmuts Akmenlauks,5,250,16,35,51,-23,87,5,187,86,162,51,81,198,3241,5,8,13,75,300,0,0,0,0,74,4,3,0,0,0,0,0,0,1,1,510
Scotty Reay,5,250,22,29,51,-36,26,0,104,95,229,0,0,32,4114,2,7,9,33,415,0,0,0,0,31,1,0,252,0,0,3,6,0,1,6,128
Alicia Keys,5,250,25,23,48,-14,10,0,38,115,251,0,0,10,2124,6,9,15,44,249,0,0,0,0,5,2,1,131,0,0,2,4,0,4,5,0
Roddy Hawkins,5,250,3,45,48,-82,266,10,530,121,58,3,9,236,4273,0,5,5,18,212,0,0,0,0,209,0,0,0,0,0,0,0,0,2,2,94
Sesugh Uhaa,5,250,8,37,45,4,166,0,346,110,75,0,0,190,3162,0,2,2,8,113,0,2,2,1,228,0,0,0,0,0,0,0,0,6,15,0
Anze Barbashev,5,250,4,36,40,-17,98,0,229,73,86,15,43,220,4229,2,7,9,16,225,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0
Sigurd Hansen,5,250,4,36,40,-46,40,0,64,123,75,30,50,167,2575,0,1,1,0,1,0,0,0,1,24,0,0,0,0,0,0,0,0,6,12,426
Jimmy Cahill,5,250,3,34,37,-41,182,0,384,140,52,10,44,219,3432,0,1,1,3,9,0,1,1,0,138,2,0,0,0,0,1,1,0,0,0,6
Hermanis Villy,5,250,3,31,34,-31,238,0,534,109,60,8,24,269,3774,0,1,1,7,161,0,0,0,1,245,0,0,0,0,0,0,0,0,0,0,0
Ilmari Maatta,5,250,4,25,29,-21,144,30,295,90,61,0,0,182,2953,1,2,3,10,60,0,0,0,0,121,1,0,0,0,0,0,0,1,0,0,269
Trucker Grogan,6,250,5,23,28,-62,339,65,457,94,62,15,26,205,3289,1,0,1,3,18,0,0,0,1,133,1,0,0,0,0,0,0,2,0,0,0
Jaroslav Sekeras,5,250,1,25,26,0,241,95,239,280,77,27,36,122,2425,0,0,0,0,4,0,0,0,3,295,0,0,0,0,0,1,1,6,0,0,14
Beast,5,250,11,13,24,-7,72,0,187,70,69,0,0,65,2266,0,0,0,1,26,0,0,0,0,91,1,2,62,0,0,0,0,0,4,14,4729
Sachimo Zoidberg Jr.,5,250,3,17,20,11,32,0,96,36,38,10,30,96,2210,0,0,0,0,23,0,0,0,0,79,1,0,0,0,0,0,0,0,2,2,298
Alexsander Komarov,5,250,1,17,18,15,279,65,455,63,50,0,0,145,2849,0,0,0,0,0,0,0,0,1,151,0,0,0,0,0,0,0,4,1,0,0
Brett Jones,5,250,3,14,17,-16,80,0,247,77,37,21,30,188,2788,0,0,0,0,15,0,0,0,0,134,1,0,0,0,0,0,0,0,0,0,2685
Conn Thomson,5,250,3,4,7,-20,18,0,55,16,37,0,0,2,814,0,0,0,0,6,0,0,0,0,4,1,0,53,0,0,0,0,0,3,9,8482
Sven Bartok,5,250,2,5,7,4,6,0,25,10,25,0,0,1,285,0,2,2,2,28,0,0,0,1,28,0,1,19,0,0,1,1,0,1,0,0
Paavo Lepist?,5,250,4,2,6,-19,10,0,26,43,70,0,0,6,614,0,0,0,0,0,0,0,0,0,0,1,0,44,0,0,0,0,0,1,4,0
Evgeny Yakikov,5,250,0,2,2,-17,13,5,29,49,5,0,0,6,381,0,0,0,1,12,0,0,0,0,11,0,0,397,0,0,0,0,0,0,0,104
Rob King,5,250,1,1,2,6,0,0,7,7,7,0,0,6,125,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,5
Backdoor Barnacle,5,250,0,1,1,-3,4,0,5,1,4,1,3,2,113,0,0,0,0,28,0,0,0,0,13,0,0,7,0,0,0,0,0,0,0,64
Downey Townington,5,250,1,0,1,-1,0,0,4,1,2,0,0,6,198,0,0,0,0,21,0,0,0,0,101,0,0,10,0,0,0,1,0,0,0,0
I Shattenkirksbed,5,250,0,1,1,-1,0,0,1,0,0,0,1,2,64,0,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
Mason Hudson,5,250,0,1,1,1,0,0,2,0,3,1,3,0,68,0,0,0,1,5,0,1,1,1,30,0,0,1,0,0,0,0,0,2,11,261
Vital Kravtsov,5,250,1,0,1,0,0,0,3,3,1,0,0,0,132,0,0,0,0,4,0,0,0,0,60,0,0,96,0,0,0,0,0,0,1,2
Adam Dadswell,5,250,0,0,0,0,0,0,2,0,1,0,0,1,68,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120
Alaina Sylvia,5,250,0,0,0,-1,0,0,0,0,0,0,0,0,29,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,69
Auston McJesus,5,250,0,0,0,3,0,0,2,0,0,0,2,0,99,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1531
Fjorm Lyeskov,5,250,0,0,0,2,0,0,0,0,2,1,1,0,24,0,0,0,0,3,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0
McCringle Fuck,5,250,0,0,0,-2,0,0,0,0,1,0,0,0,29,0,0,0,0,8,0,0,0,1,12,0,0,0,0,0,0,0,0,6,12,3060
Trevor Beaulieu,5,250,0,0,0,-2,2,0,1,0,0,0,0,0,42,0,0,0,0,7,0,0,0,0,19,0,0,25,0,0,0,0,0,0,0,0
Troy Lizben,5,250,0,0,0,-1,0,0,1,1,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,7,19,8
Vincent Matteo,5,250,0,0,0,2,2,0,2,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Waffles Man,5,250,0,0,0,-1,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,18,4452
Claudio Krejci,6,249,89,128,217,-5,281,165,334,286,775,312,479,115,4899,25,42,67,145,786,1,4,5,18,386,16,9,314,1,3,6,30,10,7,8,0
Barnabas Hoff,6,249,43,52,95,-25,88,10,171,360,424,0,0,38,4380,9,19,28,82,639,0,0,0,3,158,8,3,387,0,0,6,13,1,0,4,4116
Christopher Raymond,6,249,32,46,78,-44,149,15,389,225,358,24,63,32,2879,10,12,22,58,317,0,0,0,0,138,5,1,188,0,0,1,4,0,0,0,2614
Jeff Anderson,5,249,3,27,30,8,198,80,122,168,141,42,53,116,2674,1,12,13,19,313,0,0,0,1,127,0,1,0,0,0,0,0,4,0,6,1051
Richard Metcalf-Kearns,6,249,0,26,26,-109,152,20,408,390,98,46,52,154,4021,0,5,5,27,496,0,2,2,3,367,0,0,0,0,0,0,1,2,3,1,0
Giovanni Mortellaro,5,248,93,107,200,17,362,170,313,244,754,224,426,79,4287,25,39,64,133,758,0,0,0,4,168,15,9,284,0,2,4,10,13,0,,0
Sergei Zherdev,6,248,15,95,110,-11,224,80,347,338,221,0,0,300,5413,10,19,29,131,632,1,0,1,3,559,3,1,0,0,0,0,1,1,4,,1
Barnaby Picklesworth,5,248,0,0,0,-5,0,0,1,5,3,0,0,0,199,0,0,0,1,36,0,0,0,0,3,0,0,92,0,0,0,0,0,1,1,3
Mikey Pickles,5,248,0,0,0,-4,0,0,11,13,5,2,0,3,263,0,0,0,1,21,0,0,0,0,52,0,0,210,0,0,0,1,0,0,0,0
Julien Dupont,6,247,45,94,139,1,348,130,523,553,343,99,97,254,5772,21,28,49,103,772,2,3,5,17,686,3,1,17,0,1,0,1,6,0,1,200
Christian Bauer,7,247,61,71,132,1,78,20,233,309,501,0,0,93,4417,8,16,24,85,457,0,0,0,5,390,19,5,238,1,0,0,1,2,0,2,0
Intars Ogle,5,247,14,28,42,-98,85,5,296,144,226,0,0,20,3396,3,2,5,25,187,0,0,0,0,59,0,0,266,0,0,0,2,0,0,0,0
Robert Paulson,5,246,9,33,42,-32,181,35,328,169,74,0,0,176,3309,1,6,7,17,143,0,0,0,1,255,0,0,59,0,0,2,4,1,0,0,0
Computer Katia,5,246,0,0,0,-1,4,0,5,3,1,0,0,0,95,0,0,0,1,16,0,0,0,0,3,0,0,1,0,0,0,0,0,2,6,4388
Benoit Charlebois,5,244,1,67,68,-24,187,5,569,548,107,24,18,313,5343,1,5,6,20,211,0,1,1,1,740,0,0,1,0,0,0,2,0,4,13,8267
David Borsato,6,244,8,33,41,9,309,155,274,309,206,83,65,262,4693,2,3,5,20,420,1,3,4,8,565,2,1,24,0,0,0,0,6,2,4,36
Cris Lakes,6,243,3,5,8,8,25,5,18,33,59,12,30,5,787,0,0,0,0,11,0,0,0,1,56,0,0,22,0,0,0,0,0,0,0,998
Charlie Schenn,5,242,9,53,62,-15,203,15,304,159,106,0,0,161,3911,2,9,11,61,423,0,1,1,1,271,5,0,5,0,0,0,3,0,0,2,7829
Curtis Crawford,5,242,8,20,28,-28,126,0,229,67,79,0,0,158,3153,0,1,1,1,15,0,0,0,0,122,0,1,0,0,0,0,0,0,7,6,55
Johnny Dollaz,5,239,19,31,50,-12,137,65,141,150,219,67,128,21,2197,1,6,7,12,238,0,0,0,0,8,3,2,1380,0,0,0,0,4,0,1,76
Computer LaFollett,5,238,0,0,0,-1,0,0,1,0,0,0,0,0,32,0,0,0,0,3,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0
Noah Johansson,5,235,1,4,5,-2,18,0,43,41,46,8,15,50,721,0,0,0,0,8,0,0,0,0,155,0,0,4,0,0,0,0,1,0,3,385
Gianni Ciddio,5,234,59,99,158,2,265,165,359,329,638,193,351,48,3954,14,37,51,108,719,0,0,0,4,93,11,6,4027,1,0,4,15,7,1,1,2472
Jeff Hockridge,5,234,4,30,34,24,345,235,290,321,184,75,76,211,4000,1,0,1,1,20,0,0,0,9,378,1,0,2,0,0,0,0,11,0,2,478
Jakub Bruchevski,4,232,81,84,165,-44,59,0,450,31,612,22,46,374,4992.2,16,24,40,11,441.2833333,0,4,4,0,221.1,11,1,1913,0,0,0,0,0,0,,0
Rhys Pritchard,4,232,60,83,143,1,81,,395,,530,,,223,4853.416667,9,6,15,,154.2166667,2,1,3,,235.5333333,6,,824,,,,,0,0,0,26
Adam Scianna,4,232,44,95,139,82,91,,307,,574,,,305,4657.483333,9,15,24,,391.25,0,5,5,,288.5166667,5,,1,,,,,1,2,7,1
Danny Marston,4,232,49,90,139,7,100,,350,,511,,,266,4464.716667,4,4,8,,149.7833333,0,1,1,,129.6,6,,3200,,,,,1,0,0,0
Keith Lee,4,232,49,90,139,-44,51,,242,,516,,,143,5181.883333,7,10,17,,205.3333333,0,0,0,,132.1833333,9,,2970,,,,,0,2,8,7492
Sven Yxskaft,4,232,31,98,129,-22,76,,268,,539,,,420,5458.9,5,21,26,,458,1,1,2,,215.3166667,5,,34,,,,,0,1,2,0
Guy O'Shea,4,232,43,79,122,88,66,,196,,534,,,303,4299.733333,3,3,6,,63.66666667,0,2,2,,106.05,11,,0,,,,,0,0,1,718
Magnus Liljestrom,4,232,33,77,110,3,78,,154,,478,,,343,4918.316667,5,14,19,,370.1833333,0,2,2,,257.8666667,4,,0,,,,,0,1,3,2290
Daniel Carlsson,6,232,26,82,108,69,255,75,435,414,251,55,46,178,4540,9,18,27,74,557,0,1,1,4,379,4,5,17,0,0,1,4,3,2,2,190
Reid Sutherland,4,232,41,61,102,-42,82,,199,,462,,,228,4595.4,1,4,5,,189.5,0,1,1,,220.05,6,,3115,,,,,0,2,7,0
Jukka Timonen,4,232,28,72,100,37,61,,174,,455,,,209,3945.733333,3,4,7,,101.2333333,0,2,2,,99.91666667,6,,0,,,,,0,0,0,6
Axel Meszaros,4,232,23,76,99,26,124,,422,,470,,,317,4965,1,1,2,,44.4,1,2,3,,264.4833333,5,,1,,,,,0,1,1,0
Jack Kanoff,4,232,19,74,93,-115,117,,236,,427,,,314,5016.95,8,13,21,,387.1666667,0,0,0,,109.15,2,,47,,,,,0,0,0,0
Troy Reynolds,5,231,33,35,68,-27,100,50,149,192,337,86,229,31,3824,9,3,12,33,243,0,0,0,1,32,3,1,1254,0,1,1,10,1,1,4,42
SLATT Potts,5,230,38,82,120,19,58,,138,,409,,,164,3988.783333,2,0,2,,49.46666667,0,1,1,,23.46666667,7,,477,,,,,0,0,0,0
Taylor Johansson,4,230,35,73,108,-30,63,,96,,429,,,102,4339.016667,0,4,4,,105.7333333,1,0,1,,123.55,5,,381,,,,,0,0,0,0
Matt Taylor,5,230,25,26,51,4,115,35,222,149,423,108,178,66,1911,1,2,3,5,67,0,0,0,10,244,3,2,804,0,0,0,0,7,0,0,174
Cal Clutterbuck,5,230,8,21,29,11,105,15,236,183,139,51,72,79,2234,0,1,1,0,31,0,0,0,2,285,2,0,453,0,0,0,1,3,0,0,404
Michael J Caboose,6,227,11,59,70,4,176,20,294,175,120,0,0,237,3857,6,7,13,58,345,0,1,1,2,487,0,1,0,0,0,1,1,1,0,0,3
Dennis McKay,5,223,5,44,49,18,247,95,240,275,215,87,92,196,3652,3,1,4,8,107,0,2,2,6,286,0,0,0,0,0,0,0,5,1,0,12
John Wick,6,220,32,45,77,-84,62,30,149,259,448,0,0,23,3434,5,8,13,42,284,0,0,0,0,22,3,1,1923,0,0,2,7,0,0,0,0
Henrik Lundqvist Jr.,5,219,22,38,60,-68,89,,140,,224,,,192,3314.533333,1,2,3,,11.25,0,0,0,,320.1166667,2,,2749,,,,,0,0,0,988
Computer Lieber,5,219,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Vsevolod Nikitin,5,218,25,84,109,-19,235,35,325,251,251,0,0,269,4868,15,14,29,147,557,0,1,1,2,656,4,4,5,0,0,1,4,1,0,1,5607
Tyler Hartman,5,218,5,53,58,12,161,15,373,172,65,0,0,190,3641,1,7,8,30,296,0,0,0,0,319,1,1,0,0,0,0,0,0,0,1,2
Keith Doughty,5,217,12,49,61,-11,134,20,256,181,112,0,0,219,3765,4,5,9,42,183,0,1,1,0,337,0,0,0,0,0,0,0,0,0,0,1
Colton Rayne,6,217,11,12,23,-24,264,90,221,131,119,27,59,71,1943,0,2,2,1,72,0,0,0,2,80,0,0,148,0,0,0,0,7,0,0,0
Bale,4,216,49,48,97,-104,99,,156,,428,,,64,3938.466667,10,10,20,,129.8666667,0,0,0,,27.05,5,,57,,,,,0,0,0,3
Ricky Bobby,4,216,24,32,56,-90,57,,158,,236,,,202,3464.6,0,0,0,,57.58333333,0,0,0,,36.38333333,0,,771,,,,,0,2,4,351
Thicc Cheezy,4,216,15,23,38,-97,58,,70,,175,,,198,2733.05,0,0,0,,7.2,1,1,2,,99.06666667,0,,263,,,,,0,0,2,4
Danila Zhernov,4,216,2,24,26,-19,79,,193,,107,,,180,3190.833333,0,1,1,,25.2,0,0,0,,176.6666667,0,,5,,,,,0,1,0,2
Flash Gordon,4,216,1,11,12,-196,42,,107,,64,,,269,3363.433333,0,2,2,,124.8166667,0,0,0,,198.5666667,0,,0,,,,,0,3,13,3
Alexander Beketov,5,215,48,38,86,-15,191,55,220,89,564,145,285,41,2502,8,10,18,37,291,0,0,0,3,116,2,8,189,0,0,1,12,6,0,0,0
Adam Greenholm,5,215,1,0,1,6,16,0,26,6,6,0,0,14,340,0,0,0,2,25,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0
Kristers Dzelme,5,214,2,9,11,-38,24,0,94,130,53,14,29,7,1652,0,3,3,7,114,0,0,0,0,0,1,0,1962,0,0,0,0,0,0,0,148
Nick Bouchard,5,214,4,2,6,-44,54,0,154,31,29,0,0,7,1093,0,0,0,0,26,0,0,0,1,14,2,0,69,0,0,0,0,0,0,0,1685
Alex Reay,5,213,68,81,149,16,316,145,333,208,731,173,344,73,3630,20,22,42,105,624,1,0,1,14,207,21,4,269,0,2,7,29,6,0,0,7
Richard Metcalf,5,213,64,67,131,25,135,35,234,217,586,194,301,83,3138,13,15,28,44,381,3,2,5,36,451,8,5,363,0,1,3,8,2,0,0,9
Robby Metcalf,4,210,1,3,4,1,86,20,24,30,7,8,5,2,538,0,0,0,0,3,0,0,0,0,29,0,0,219,0,0,1,1,0,2,0,629
Kalevolaripaavo Kaspertommevisnapuu,4,209,29,19,48,-207,52,,177,,244,,,326,3410.583333,0,0,0,,4.35,0,0,0,,74.43333333,3,,551,,,,,0,2,6,0
Joolyan Marszal,4,208,11,42,53,-13,169,35,224,186,129,0,0,193,4095,6,7,13,56,367,1,1,2,2,475,3,0,11,0,0,0,2,1,0,0,5
Jacob Cunningham,5,208,16,29,45,-30,36,0,91,138,192,0,0,26,2423,3,6,9,28,308,0,0,0,0,19,3,0,136,0,0,5,11,0,0,0,27
Sam Samsinov,5,206,23,65,88,-12,40,10,97,225,308,0,0,40,3372,9,24,33,62,444,0,1,1,4,136,5,2,195,0,0,4,5,0,7,16,517
Alex Reed,6,206,21,24,45,-39,150,20,452,238,321,0,0,41,3095,4,5,9,37,293,0,1,1,1,69,4,0,2137,1,0,0,0,2,0,0,1031
Axel Reid,4,206,7,3,10,-8,42,0,101,45,42,0,0,6,1123,0,0,0,1,46,0,0,0,0,27,0,1,537,0,0,0,0,0,0,0,18
Rayan Pitaniya,4,206,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,20
J?ra Cimrman,5,205,0,0,0,-1,0,0,0,0,0,0,0,0,27,0,0,0,0,1,0,0,0,0,2,0,0,7,0,0,0,7,0,0,2,0
Jigsaw McGraw,4,204,32,51,83,-10,243,5,491,180,324,0,0,172,4261,7,18,25,88,454,0,0,0,1,260,6,3,46,0,0,0,1,1,0,0,15
Tom Jervis,4,204,1,15,16,0,128,50,49,149,61,23,28,123,2121,1,0,1,3,39,0,1,1,2,195,0,0,1,0,0,0,0,3,0,0,1
Chuck Norris,4,204,5,8,13,-26,27,15,42,32,148,54,89,5,853,0,0,0,0,3,0,0,0,10,202,2,0,72,0,0,0,0,4,0,0,8
Keith Trubachev,4,204,6,6,12,-38,42,0,81,66,91,0,0,7,1477,1,0,1,0,20,0,0,0,0,18,2,0,72,0,0,0,0,0,13,8,30
Art Vandalay,5,204,0,0,0,4,0,0,0,1,0,1,0,0,34,0,0,0,0,2,0,0,0,0,10,0,0,16,0,0,0,0,0,0,1,0
Pierre-John Bottoms,5,203,38,57,95,-36,320,75,331,144,510,132,232,51,2517,5,10,15,52,217,0,0,0,8,117,5,4,157,0,1,14,39,1,0,0,70
Stacker Pentecost,5,203,6,33,39,-60,114,0,230,100,68,0,0,207,2886,0,0,0,7,43,0,1,1,1,284,0,0,0,0,0,0,0,0,5,23,1
Daniel Kuster,5,203,10,27,37,-143,50,,116,,214,,,467,3839.65,0,3,3,,142.8,0,1,1,,159,1,,1,,,,,0,4,6,0
Sergei Emilianenko,5,202,28,57,85,6,276,120,270,138,355,90,153,44,2365,3,7,10,37,234,0,1,1,1,70,3,2,965,0,0,2,5,4,1,0,8
Brian Burke,5,202,25,52,77,-9,412,160,285,340,357,90,163,170,3460,3,10,13,28,337,2,3,5,25,420,2,1,2143,0,0,2,3,10,0,0,24
Luke Riggs,5,202,20,40,60,-23,53,5,150,168,170,22,59,10,3579,6,11,17,37,549,1,1,2,4,240,1,1,2199,0,0,3,11,0,1,5,6481
Veli Kaalinp??,5,202,4,44,48,-41,119,5,218,180,41,0,0,233,3744,1,5,6,6,74,0,1,1,2,522,1,0,0,0,0,0,0,0,3,13,2139
Sven Wolf,6,202,17,23,40,-43,33,5,94,120,162,0,0,45,2714,5,3,8,42,224,0,0,0,1,124,7,2,843,0,1,0,0,0,0,0,3
Theo Pucak,5,202,2,2,4,-10,12,0,38,24,24,0,0,6,640,0,0,0,0,19,0,0,0,0,11,0,0,26,0,0,0,5,0,0,0,0
Tristan Koen,6,201,16,12,28,-7,77,15,124,113,172,45,90,41,1268,0,0,0,1,24,0,1,1,0,91,1,2,603,0,0,0,0,0,9,14,22
