FHMID,Name,Season,1AS,2AS,3AS,RAS,AS,CC,Bojo Biscuit,Anton Razov,Aidan Richan,Jeff Dar,John McBride,Ryan Jesster,Scott Stevens,Ron Mexico,Turd Ferguson,Mike Honcho,Jay MacDonald,Sergei Karpotsov,Sarmad Khan
1000914,Schnitinfritz Jagr,S29,,,,,,1,,,,,,,,,,,,,
1000899,Chris Johnson,S29,,,,,,1,,,,,,,,,,,,,
1000645,Kriss Labsvards,S29,,,,,,1,,,,,,,,,,,,,
1000957,Alex Mack,S29,,,,,,1,,,,,,,,,,,,,
1000904,Oferyn Martell,S29,,,,,,1,,,,,,,,,,,,,
1000887,Bubba Nuck,S29,,,,,,1,,,,,,,,,,,,,
1000795,Nicholas Pedersen,S29,,,,,,1,,,,,,,,,,,,,
1000915,Fernando Pergher,S29,,,,,,1,,,,,,,,,,,,,
1100051,Mike Verminski,S29,,,,,,1,,,,,,,,,,,,,
1100081,Hunter Wong,S29,,,,,,1,,,,,,,,,,,,,
1000779,Bronsen Zerchai,S29,,,,,,1,,,,,,,,,,,,,
1000865,Theo Kane,S29,1,,,,,,,,,,,,,,,,,,
1000809,Griffin Simons,S29,1,,,,,,,,,,,,,,,,,,
1000856,Rider Clitsome,S29,1,,,,,,,,,,,,,,,,,,
1000847,Barney Stinson,S29,1,,,,,,,,,,,,,,,,,,
1000895,Rembrandt Q. Einstein,S29,1,,,,,,,,,,,,,,,,,,
1100055,Jakub Aittokallio,S29,1,,,,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S29,,1,,,,,,,,,,,,,,,,,
1000791,Pedro Sarantez,S29,,1,,,,,,,,,,,,,,,,,
1000833,Dean Colt,S29,,1,,,,,,,,,,,,,,,,,
1000816,Friedrich Muller,S29,,1,,,,,,,,,,,,,,,,,
1000866,Jackson Rogers-Tanaka,S29,,1,,,,,,,,,,,,,,,,,
1100080,Jakob Tanner,S29,,1,,,,,,,,,,,,,,,,,
1000737,Esa Anrikkanen,S29,,,1,,,,,,,,,,,,,,,,
1000871,Chernika Banananov,S29,,,1,,,,,,,,,,,,,,,,
1000801,Niklas Wikstrom,S29,,,1,,,,,,,,,,,,,,,,
1000835,Alonzo Garbanzo,S29,,,1,,,,,,,,,,,,,,,,
1000759,Roy Razin,S29,,,1,,,,,,,,,,,,,,,,
1100105,Robert Andersson,S29,,,1,,,,,,,,,,,,,,,,
1001135,Shane Gagner,S29,,,,1,,,,,,,,,,,,,,,
1001122,Gunnar Rask,S29,,,,1,,,,,,,,,,,,,,,
1001128,Dane Rowe,S29,,,,1,,,,,,,,,,,,,,,
1001131,Jackson Cartier,S29,,,,1,,,,,,,,,,,,,,,
1001136,Marc-Andre Malkin,S29,,,,1,,,,,,,,,,,,,,,
1100100,Christoffer Bjornsson,S29,,,,1,,,,,,,,,,,,,,,
1100080,Jakob Tanner,S30,,,,,,,,1,,,,,,,,,,,
1000887,Bubba Nuck,S30,,,,,,,,,1,,,,,,,,,,
1001031,Lord Pretty Flacko,S30,,,,,,,,,0,,,,,,,,,,
1001058,Wyatt Wollker,S30,,,,,,,,,0,,,,,,,,,,
1000840,Nathan Russell,S30,,,,,,,,,,1,,,,,,,,,
1000833,Dean Colt,S30,,,,,,,,,,0,,,,,,,,,
1000048,Sean Leonidas,S30,,,,,,,,,,0,,,,,,,,,
1100081,Hunter Wong,S30,,,,,,,,,,,1,,,,,,,,
1100080,Jakob Tanner,S30,,,,,,,,,,,0,,,,,,,,
1100109,Brett Broadway,S30,,,,,,,,,,,0,,,,,,,,
1001157,Maximus Sarone,S30,,,,,,,,,,,,0,,,,,,,
1100117,Michael McFadden,S30,,,,,,,,,,,,0,,,,,,,
1001163,Mikko Linna,S30,,,,,,,,,,,,1,,,,,,,
1000835,Alonzo Garbanzo,S30,,,,,,,,,,,,,0,,,,,,
1000887,Bubba Nuck,S30,,,,,,,,,,,,,1,,,,,,
1001001,Vladimir Lidstrom,S30,,,,,,,,,,,,,0,,,,,,
1000947,VLAD McZehrl,S30,,,,,,,,,,,,,,0,,,,,
1000887,Bubba Nuck,S30,,,,,,,,,,,,,,1,,,,,
1000871,Chernika Banananov,S30,,,,,,,,,,,,,,0,,,,,
1000943,Big Manius,S30,,,,,,,,,,,,,,,1,,,,
1100109,Brett Broadway,S30,,,,,,,,,,,,,,,,1,,,
1000947,VLAD McZehrl,S30,,,,,,,,,,,,,,,,,1,,
1000871,Chernika Banananov,S30,,,,,,,,,,,,,,,,,1,,
1000947,VLAD McZehrl,S30,,,,,,,,,,,,,,,,,,1,
1000887,Bubba Nuck,S30,,,,,,,,,,,,,,,,,,,1
1000840,Nathan Russell,S30,,,,,,1,,,,,,,,,,,,,
1001124,Raven Silverwing,S30,,,,,,1,,,,,,,,,,,,,
1001104,Jonathan Lundberg,S30,,,,,,1,,,,,,,,,,,,,
1001007,Patrikov Bure,S30,,,,,,1,,,,,,,,,,,,,
1001065,Mainio Makinen,S30,,,,,,1,,,,,,,,,,,,,
1000837,Blake Sherrill,S30,,,,,,1,,,,,,,,,,,,,
1001070,Tim Buckner,S30,,,,,,1,,,,,,,,,,,,,
1001127,Bennett Jones,S30,,,,,,1,,,,,,,,,,,,,
1001153,Mikael Talo,S30,,,,,,1,,,,,,,,,,,,,
1001062,Jasper Clayton,S30,,,,,,1,,,,,,,,,,,,,
1000799,Benjamin Reid,S30,,,,,,1,,,,,,,,,,,,,
1001154,Mia Landvik,S30,,,,,,1,,,,,,,,,,,,,
1001027,Roman Morenov,S30,,,,,,1,,,,,,,,,,,,,
1000906,Brandon Pomery,S30,,,,,,1,,,,,,,,,,,,,
1000873,Charlie Winchester,S30,,,,,,1,,,,,,,,,,,,,
1100080,Jakob Tanner,S30,,,,,,1,,,,,,,,,,,,,
1100116,Mikke Laukkanen,S30,,,,,,1,,,,,,,,,,,,,
1000947,VLAD McZehrl,S30,1,,,,,,,,,,,,,,,,,,
1000871,Chernika Banananov,S30,1,,,,,,,,,,,,,,,,,,
1001007,Patrikov Bure,S30,1,,,,,,,,,,,,,,,,,,
1000887,Bubba Nuck,S30,1,,,,,,,,,,,,,,,,,,
1000835,Alonzo Garbanzo,S30,1,,,,,,,,,,,,,,,,,,
1100081,Hunter Wong,S30,1,,,,,,,,,,,,,,,,,,
1001031,Lord Pretty Flacko,S30,,1,,,,,,,,,,,,,,,,,
1000791,Pedro Sarantez,S30,,1,,,,,,,,,,,,,,,,,
1000852,Sterling Knight,S30,,1,,,,,,,,,,,,,,,,,
1000759,Roy Razin,S30,,1,,,,,,,,,,,,,,,,,
1001001,Vladimir Lidstrom,S30,,1,,,,,,,,,,,,,,,,,
1100109,Brett Broadway,S30,,1,,,,,,,,,,,,,,,,,
1000845,Kristian Eriksson,S30,,,1,,,,,,,,,,,,,,,,
1000737,Esa Anrikkanen,S30,,,1,,,,,,,,,,,,,,,,
1000713,Magnus Jakobsen,S30,,,1,,,,,,,,,,,,,,,,
1000866,Jackson Rogers-Tanaka,S30,,,1,,,,,,,,,,,,,,,,
1000847,Barney Stinson,S30,,,1,,,,,,,,,,,,,,,,
1100080,Jakob Tanner,S30,,,1,,,,,,,,,,,,,,,,
1001163,Mikko Linna,S30,,,,1,,,,,,,,,,,,,,,
1001157,Maximus Sarone,S30,,,,1,,,,,,,,,,,,,,,
1001175,Alexander Charlyb'y,S30,,,,1,,,,,,,,,,,,,,,
1001160,Reinis Aumeisters,S30,,,,1,,,,,,,,,,,,,,,
1001154,Mia Landvik,S30,,,,1,,,,,,,,,,,,,,,
1100117,Michael McFadden,S30,,,,1,,,,,,,,,,,,,,,
1100080,Jakob Tanner,S31,,,,,,,,0,,,,,,,,,,,
1001007,Patrikov Bure,S31,,,,,,,,1,,,,,,,,,,,
1000939,Klaus Wagner,S31,,,,,,,,,1,,,,,,,,,,
1001044,Don Pellegrino,S31,,,,,,,,,0,,,,,,,,,,
1001057,Cody Black,S31,,,,,,,,,0,,,,,,,,,,
1000840,Nathan Russell,S31,,,,,,,,,,0,,,,,,,,,
1000871,Chernika Banananov,S31,,,,,,,,,,1,,,,,,,,,
1000845,Kristian Eriksson,S31,,,,,,,,,,0,,,,,,,,,
1100081,Hunter Wong,S31,,,,,,,,,,,0,,,,,,,,
1100087,Mark Harter,S31,,,,,,,,,,,0,,,,,,,,
1100109,Brett Broadway,S31,,,,,,,,,,,1,,,,,,,,
1001198,Ben Dover,S31,,,,,,,,,,,,0,,,,,,,
1001186,Nolan Angello,S31,,,,,,,,,,,,0,,,,,,,
1100116,Mikke Laukkanen,S31,,,,,,,,,,,,1,,,,,,,
1000835,Alonzo Garbanzo,S31,,,,,,,,,,,,,1,,,,,,
1000847,Barney Stinson,S31,,,,,,,,,,,,,0,,,,,,
1000939,Klaus Wagner,S31,,,,,,,,,,,,,0,,,,,,
1000835,Alonzo Garbanzo,S31,,,,,,,,,,,,,,0,,,,,
1000845,Kristian Eriksson,S31,,,,,,,,,,,,,,1,,,,,
1001031,Lord Pretty Flacko,S31,,,,,,,,,,,,,,0,,,,,
1000887,Bubba Nuck,S31,,,,,,,,,,,,,,,1,,,,
1000833,Dean Colt,S31,,,,,,,,,,,,,,,1,,,,
1100109,Brett Broadway,S31,,,,,,,,,,,,,,,,1,,,
1001031,Lord Pretty Flacko,S31,,,,,,,,,,,,,,,,,1,,
1001031,Lord Pretty Flacko,S31,,,,,,,,,,,,,,,,,,1,
1001031,Lord Pretty Flacko,S31,,,,,,,,,,,,,,,,,,,1
1000840,Nathan Russell,S31,,,,,,1,,,,,,,,,,,,,
1001007,Patrikov Bure,S31,,,,,,1,,,,,,,,,,,,,
1001070,Tim Buckner,S31,,,,,,1,,,,,,,,,,,,,
1001124,Raven Silverwing,S31,,,,,,1,,,,,,,,,,,,,
1001104,Jonathan Lundberg,S31,,,,,,1,,,,,,,,,,,,,
1000856,Rider Clitsome,S31,,,,,,1,,,,,,,,,,,,,
1001065,Mainio Makinen,S31,,,,,,1,,,,,,,,,,,,,
1000837,Blake Sherrill,S31,,,,,,1,,,,,,,,,,,,,
1001180,Casper Jakobsson,S31,,,,,,1,,,,,,,,,,,,,
1001127,Bennett Jones,S31,,,,,,1,,,,,,,,,,,,,
1001153,Mikael Talo,S31,,,,,,1,,,,,,,,,,,,,
1000921,Butch Buckley,S31,,,,,,1,,,,,,,,,,,,,
1001152,Dieter Dominique,S31,,,,,,1,,,,,,,,,,,,,
1001062,Jasper Clayton,S31,,,,,,1,,,,,,,,,,,,,
1000799,Benjamin Reid,S31,,,,,,1,,,,,,,,,,,,,
1001154,Mia Landvik,S31,,,,,,1,,,,,,,,,,,,,
1001027,Roman Morenov,S31,,,,,,1,,,,,,,,,,,,,
1000906,Brandon Pomery,S31,,,,,,1,,,,,,,,,,,,,
1000873,Charlie Winchester,S31,,,,,,1,,,,,,,,,,,,,
1100080,Jakob Tanner,S31,,,,,,1,,,,,,,,,,,,,
1100116,Mikke Laukkanen,S31,,,,,,1,,,,,,,,,,,,,
1001031,Lord Pretty Flacko,S31,1,,,,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S31,1,,,,,,,,,,,,,,,,,,
1000845,Kristian Eriksson,S31,1,,,,,,,,,,,,,,,,,,
1000835,Alonzo Garbanzo,S31,1,,,,,,,,,,,,,,,,,,
1000939,Klaus Wagner,S31,1,,,,,,,,,,,,,,,,,,
1100109,Brett Broadway,S31,1,,,,,,,,,,,,,,,,,,
1000844,Chester Cunningham,S31,1,,,,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S31,1,,,,,,,,,,,,,,,,,,
1001031,Lord Pretty Flacko,S31,1,,,,,,,,,,,,,,,,,,
1001106,Chris Crutchfield,S31,1,,,,,,,,,,,,,,,,,,
1000816,Friedrich Muller,S31,1,,,,,,,,,,,,,,,,,,
1100109,Brett Broadway,S31,1,,,,,,,,,,,,,,,,,,
1000840,Nathan Russell,S31,,1,,,,,,,,,,,,,,,,,
1000871,Chernika Banananov,S31,,1,,,,,,,,,,,,,,,,,
1000908,Kian Hamilton,S31,,1,,,,,,,,,,,,,,,,,
1000847,Barney Stinson,S31,,1,,,,,,,,,,,,,,,,,
1001001,Vladimir Lidstrom,S31,,1,,,,,,,,,,,,,,,,,
1100087,Mark Harter,S31,,1,,,,,,,,,,,,,,,,,
1000908,Kian Hamilton,S31,,1,,,,,,,,,,,,,,,,,
1001003,Patrick Brumm,S31,,1,,,,,,,,,,,,,,,,,
1000832,Jed Lloren,S31,,1,,,,,,,,,,,,,,,,,
1001062,Jasper Clayton,S31,,1,,,,,,,,,,,,,,,,,
1001001,Vladimir Lidstrom,S31,,1,,,,,,,,,,,,,,,,,
1100105,Robert Andersson,S31,,1,,,,,,,,,,,,,,,,,
1000809,Griffin Simons,S31,,,1,,,,,,,,,,,,,,,,
1000865,Theo Kane,S31,,,1,,,,,,,,,,,,,,,,
1000846,Yuri Boyka,S31,,,1,,,,,,,,,,,,,,,,
1001094,Mattias Holmberg,S31,,,1,,,,,,,,,,,,,,,,
1001057,Cody Black,S31,,,1,,,,,,,,,,,,,,,,
1100081,Hunter Wong,S31,,,1,,,,,,,,,,,,,,,,
1001186,Nolan Angello,S31,,,,1,,,,,,,,,,,,,,,
1001195,Beau Bent,S31,,,,1,,,,,,,,,,,,,,,
1001182,Ace Redding,S31,,,,1,,,,,,,,,,,,,,,
1001198,Ben Dover,S31,,,,1,,,,,,,,,,,,,,,
1001197,Kornel Kasparek,S31,,,,1,,,,,,,,,,,,,,,
1100116,Mikke Laukkanen,S31,,,,1,,,,,,,,,,,,,,,
1001211,Jean-Luc Reflieux,S31,,,,1,,,,,,,,,,,,,,,
1001187,Eduard Selich,S31,,,,1,,,,,,,,,,,,,,,
1001234,Brennan Kennedy,S31,,,,1,,,,,,,,,,,,,,,
1001231,Danny Foster,S31,,,,1,,,,,,,,,,,,,,,
1001167,Kelly Rivet,S31,,,,1,,,,,,,,,,,,,,,
1100126,Timo Haas,S31,,,,1,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S32,,,,,,,,0,,,,,,,,,,,
1000737,Esa Anrikkanen,S32,,,,,,,,0,,,,,,,,,,,
1100081,Hunter Wong,S32,,,,,,,,1,,,,,,,,,,,
1001159,Sebastian Strange,S32,,,,,,,,,1,,,,,,,,,,
1001003,Patrick Brumm,S32,,,,,,,,,0,,,,,,,,,,
1000984,Damien Wert,S32,,,,,,,,,0,,,,,,,,,,
1000840,Nathan Russell,S32,,,,,,,,,,0,,,,,,,,,
1000844,Chester Cunningham,S32,,,,,,,,,,1,,,,,,,,,
1000925,Kaapo Kekkonen,S32,,,,,,,,,,0,,,,,,,,,
1100105,Robert Andersson,S32,,,,,,,,,,,0,,,,,,,,
1100126,Timo Haas,S32,,,,,,,,,,,0,,,,,,,,
1100109,Brett Broadway,S32,,,,,,,,,,,1,,,,,,,,
1001187,Eduard Selich,S32,,,,,,,,,,,,0,,,,,,,
1001211,Jean-Luc Reflieux,S32,,,,,,,,,,,,0,,,,,,,
1100126,Timo Haas,S32,,,,,,,,,,,,1,,,,,,,
1001062,Jasper Clayton,S32,,,,,,,,,,,,,0,,,,,,
1000816,Friedrich Muller,S32,,,,,,,,,,,,,1,,,,,,
1001106,Chris Crutchfield,S32,,,,,,,,,,,,,0,,,,,,
1000947,VLAD McZehrl,S32,,,,,,,,,,,,,,0,,,,,
1100109,Brett Broadway,S32,,,,,,,,,,,,,,1,,,,,
1001031,Lord Pretty Flacko,S32,,,,,,,,,,,,,,0,,,,,
1001231,Danny Foster,S32,,,,,,,,,,,,,,,1,,,,
1100109,Brett Broadway,S32,,,,,,,,,,,,,,,,1,,,
1001031,Lord Pretty Flacko,S32,,,,,,,,,,,,,,,,,1,,
1000947,VLAD McZehrl,S32,,,,,,,,,,,,,,,,,,1,
1100109,Brett Broadway,S32,,,,,,,,,,,,,,,,,,,1
1001008,Randy Randleman,S32,,,,,,1,,,,,,,,,,,,,
1000912,Michael Boychuk,S32,,,,,,1,,,,,,,,,,,,,
1000737,Esa Anrikkanen,S32,,,,,,1,,,,,,,,,,,,,
1000958,Yorgen Bartenberry,S32,,,,,,1,,,,,,,,,,,,,
1000795,Nicholas Pedersen,S32,,,,,,1,,,,,,,,,,,,,
1000860,Tommy Creller,S32,,,,,,1,,,,,,,,,,,,,
1001135,Shane Gagner,S32,,,,,,1,,,,,,,,,,,,,
1000836,Jaime Hill,S32,,,,,,1,,,,,,,,,,,,,
1000914,Schnitinfritz Jagr,S32,,,,,,1,,,,,,,,,,,,,
1000899,Chris Johnson,S32,,,,,,1,,,,,,,,,,,,,
482,Joe Kurczewski,S32,,,,,,1,,,,,,,,,,,,,
1000645,Kriss Labsvards,S32,,,,,,1,,,,,,,,,,,,,
1000878,Pierre-Luc Laflamme,S32,,,,,,1,,,,,,,,,,,,,
1000957,Alex Mack,S32,,,,,,1,,,,,,,,,,,,,
1001193,Hunky Monkey,S32,,,,,,1,,,,,,,,,,,,,
1000887,Bubba Nuck,S32,,,,,,1,,,,,,,,,,,,,
1000915,Fernando Pergher,S32,,,,,,1,,,,,,,,,,,,,
1001233,Rhaegar Targaryen,S32,,,,,,1,,,,,,,,,,,,,
1000803,Sachimo Zoidberg,S32,,,,,,1,,,,,,,,,,,,,
1100081,Hunter Wong,S32,,,,,,1,,,,,,,,,,,,,
1100113,Richard C. Hocolate,S32,,,,,,1,,,,,,,,,,,,,
1001007,Patrikov Bure,S33,,,,,,,,0,,,,,,,,,,,
1000840,Nathan Russell,S33,,,,,,,,0,,,,,,,,,,,
1001065,Mainio Makinen,S33,,,,,,,,1,,,,,,,,,,,
1001188,Steven Stamkos Jr.,S33,,,,,,,,,1,,,,,,,,,,
1001152,Dieter Dominique,S33,,,,,,,,,0,,,,,,,,,,
1001109,Jaxson Reynolds,S33,,,,,,,,,0,,,,,,,,,,
1001008,Randy Randleman,S33,,,,,,,,,,0,,,,,,,,,
1000865,Theo Kane,S33,,,,,,,,,,1,,,,,,,,,
1001104,Jonathan Lundberg,S33,,,,,,,,,,0,,,,,,,,,
1100105,Robert Andersson,S33,,,,,,,,,,,0,,,,,,,,
1100116,Mikke Laukkanen,S33,,,,,,,,,,,0,,,,,,,,
1100104,Matt Lewis-Flood,S33,,,,,,,,,,,1,,,,,,,,
1001249,Max Weber,S33,,,,,,,,,,,,0,,,,,,,
391,Terrance Nova,S33,,,,,,,,,,,,0,,,,,,,
1001272,Luke Atmey,S33,,,,,,,,,,,,1,,,,,,,
1000835,Alonzo Garbanzo,S33,,,,,,,,,,,,,1,,,,,,
1001058,Wyatt Wollker,S33,,,,,,,,,,,,,0,,,,,,
1000901,Jorma Ruutu,S33,,,,,,,,,,,,,0,,,,,,
1001008,Randy Randleman,S33,,,,,,,,,,,,,,0,,,,,
1000865,Theo Kane,S33,,,,,,,,,,,,,,1,,,,,
1100104,Matt Lewis-Flood,S33,,,,,,,,,,,,,,0,,,,,
1001231,Danny Foster,S33,,,,,,,,,,,,,,,1,,,,
1100104,Matt Lewis-Flood,S33,,,,,,,,,,,,,,,,1,,,
1000865,Theo Kane,S33,,,,,,,,,,,,,,,,,1,,
1000865,Theo Kane,S33,,,,,,,,,,,,,,,,,,1,
1000865,Theo Kane,S33,,,,,,,,,,,,,,,,,,,1
1000840,Nathan Russell,S33,,,,,,1,,,,,,,,,,,,,
1001007,Patrikov Bure,S33,,,,,,1,,,,,,,,,,,,,
1001124,Raven Silverwing,S33,,,,,,1,,,,,,,,,,,,,
1001154,Mia Landvik,S33,,,,,,1,,,,,,,,,,,,,
1001070,Tim Buckner,S33,,,,,,1,,,,,,,,,,,,,
1001152,Dieter Dominique,S33,,,,,,1,,,,,,,,,,,,,
1001254,Jason Forbrook,S33,,,,,,1,,,,,,,,,,,,,
1001210,Filip Granlund,S33,,,,,,1,,,,,,,,,,,,,
1001180,Casper Jakobsson,S33,,,,,,1,,,,,,,,,,,,,
1001127,Bennett Jones,S33,,,,,,1,,,,,,,,,,,,,
1001065,Mainio Makinen,S33,,,,,,1,,,,,,,,,,,,,
1000837,Blake Sherrill,S33,,,,,,1,,,,,,,,,,,,,
1001153,Mikael Talo,S33,,,,,,1,,,,,,,,,,,,,
1001062,Jasper Clayton,S33,,,,,,1,,,,,,,,,,,,,
1001257,Cara Hohenberg,S33,,,,,,1,,,,,,,,,,,,,
1001094,Mattias Holmberg,S33,,,,,,1,,,,,,,,,,,,,
1001259,Toivo Kosonen,S33,,,,,,1,,,,,,,,,,,,,
1001027,Roman Morenov,S33,,,,,,1,,,,,,,,,,,,,
1100116,Mikke Laukkanen,S33,,,,,,1,,,,,,,,,,,,,
1100098,Earnest Ciarelli,S33,,,,,,1,,,,,,,,,,,,,
1000865,Theo Kane,S33,1,,,,,,,,,,,,,,,,,,
1000871,Chernika Banananov,S33,1,,,,,,,,,,,,,,,,,,
1000791,Pedro Sarantez,S33,1,,,,,,,,,,,,,,,,,,
1000835,Alonzo Garbanzo,S33,1,,,,,,,,,,,,,,,,,,
1000901,Jorma Ruutu,S33,1,,,,,,,,,,,,,,,,,,
1100105,Robert Andersson,S33,1,,,,,,,,,,,,,,,,,,
1001008,Randy Randleman,S33,,1,,,,,,,,,,,,,,,,,
1000795,Nicholas Pedersen,S33,,1,,,,,,,,,,,,,,,,,
1001124,Raven Silverwing,S33,,1,,,,,,,,,,,,,,,,,
1001058,Wyatt Wollker,S33,,1,,,,,,,,,,,,,,,,,
1000943,Big Manius,S33,,1,,,,,,,,,,,,,,,,,
1100104,Matt Lewis-Flood,S33,,1,,,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S33,,,1,,,,,,,,,,,,,,,,
1001031,Lord Pretty Flacko,S33,,,1,,,,,,,,,,,,,,,,
1001040,Ivan Koroviev,S33,,,1,,,,,,,,,,,,,,,,
1001029,Jack Durden,S33,,,1,,,,,,,,,,,,,,,,
1000847,Barney Stinson,S33,,,1,,,,,,,,,,,,,,,,
1100116,Mikke Laukkanen,S33,,,1,,,,,,,,,,,,,,,,
1001227,Ronnie Westbrook,S33,,,,1,,,,,,,,,,,,,,,
1001272,Luke Atmey,S33,,,,1,,,,,,,,,,,,,,,
391,Terrance Nova,S33,,,,1,,,,,,,,,,,,,,,
1001249,Max Weber,S33,,,,1,,,,,,,,,,,,,,,
1001259,Toivo Kosonen,S33,,,,1,,,,,,,,,,,,,,,
1100129,Kyle Wahlgren,S33,,,,1,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S34,,,,,,,,1,,,,,,,,,,,
1000908,Kian Hamilton,S34,,,,,,,,0,,,,,,,,,,,
1100087,Mark Harter,S34,,,,,,,,0,,,,,,,,,,,
1001262,Samee Iqbal,S34,,,,,,,,,1,,,,,,,,,,
1001182,Ace Redding,S34,,,,,,,,,0,,,,,,,,,,
1001187,Eduard Selich,S34,,,,,,,,,0,,,,,,,,,,
1001080,Luke Fleming,S34,,,,,,,,,,1,,,,,,,,,
1001104,Jonathan Lundberg,S34,,,,,,,,,,0,,,,,,,,,
1001117,Maximilian Wachter,S34,,,,,,,,,,0,,,,,,,,,
1100117,Michael McFadden,S34,,,,,,,,,,,0,,,,,,,,
1100126,Timo Haas,S34,,,,,,,,,,,1,,,,,,,,
1100087,Mark Harter,S34,,,,,,,,,,,0,,,,,,,,
1100128,Georgette Pel,S34,,,,,,,,,,,,0,,,,,,,
1001296,Halfdan Thorstein,S34,,,,,,,,,,,,0,,,,,,,
1001286,Tommy Salami,S34,,,,,,,,,,,,1,,,,,,,
1000887,Bubba Nuck,S34,,,,,,,,,,,,,1,,,,,,
1001062,Jasper Clayton,S34,,,,,,,,,,,,,0,,,,,,
1001058,Wyatt Wollker,S34,,,,,,,,,,,,,0,,,,,,
1000947,VLAD McZehrl,S34,,,,,,,,,,,,,,1,,,,,
1001080,Luke Fleming,S34,,,,,,,,,,,,,,0,,,,,
1001065,Mainio Makinen,S34,,,,,,,,,,,,,,0,,,,,
1001154,Mia Landvik,S34,,,,,,,,,,,,,,,1,,,,
1100126,Timo Haas,S34,,,,,,,,,,,,,,,,1,,,
1000947,VLAD McZehrl,S34,,,,,,,,,,,,,,,,,,1,
1001080,Luke Fleming,S34,,,,,,,,,,,,,,,,,,,1
1001164,Harry Hans,S34,,,,,,1,,,,,,,,,,,,,
1000908,Kian Hamilton,S34,,,,,,1,,,,,,,,,,,,,
1001182,Ace Redding,S34,,,,,,1,,,,,,,,,,,,,
1000860,Tommy Creller,S34,,,,,,1,,,,,,,,,,,,,
1000917,Bryce Collins,S34,,,,,,1,,,,,,,,,,,,,
1000947,VLAD McZehrl,S34,,,,,,1,,,,,,,,,,,,,
1001303,Rurik Razin,S34,,,,,,1,,,,,,,,,,,,,
1001157,Maximus Sarone,S34,,,,,,1,,,,,,,,,,,,,
1001096,John Wick,S34,,,,,,1,,,,,,,,,,,,,
1000882,David Webb,S34,,,,,,1,,,,,,,,,,,,,
1001247,Marc Leclerc,S34,,,,,,1,,,,,,,,,,,,,
1001103,Wendell Luna,S34,,,,,,1,,,,,,,,,,,,,
1001207,Barak Obrana,S34,,,,,,1,,,,,,,,,,,,,
1001184,Nucky Toohoots,S34,,,,,,1,,,,,,,,,,,,,
1000971,Pal Vikingstod,S34,,,,,,1,,,,,,,,,,,,,
1001058,Wyatt Wollker,S34,,,,,,1,,,,,,,,,,,,,
1001355,Crossfit Jesus,S34,,,,,,1,,,,,,,,,,,,,
1001401,Hermanis Villy,S34,,,,,,1,,,,,,,,,,,,,
1100122,Jason Aittokallio,S34,,,,,,1,,,,,,,,,,,,,
1100121,Ekaterina Rudnikova,S34,,,,,,1,,,,,,,,,,,,,
1001080,Luke Fleming,S34,1,,,,,,,,,,,,,,,,,,
1001187,Eduard Selich,S34,1,,,,,,,,,,,,,,,,,,
1001031,Lord Pretty Flacko,S34,1,,,,,,,,,,,,,,,,,,
1000887,Bubba Nuck,S34,1,,,,,,,,,,,,,,,,,,
1001062,Jasper Clayton,S34,1,,,,,,,,,,,,,,,,,,
1100087,Mark Harter,S34,1,,,,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S34,,1,,,,,,,,,,,,,,,,,
1001065,Mainio Makinen,S34,,1,,,,,,,,,,,,,,,,,
1001003,Patrick Brumm,S34,,1,,,,,,,,,,,,,,,,,
1001058,Wyatt Wollker,S34,,1,,,,,,,,,,,,,,,,,
1000835,Alonzo Garbanzo,S34,,1,,,,,,,,,,,,,,,,,
1100126,Timo Haas,S34,,1,,,,,,,,,,,,,,,,,
1000908,Kian Hamilton,S34,,,1,,,,,,,,,,,,,,,,
391,Terrance Nova,S34,,,1,,,,,,,,,,,,,,,,
1001164,Harry Hans,S34,,,1,,,,,,,,,,,,,,,,
1001106,Chris Crutchfield,S34,,,1,,,,,,,,,,,,,,,,
1001001,Vladimir Lidstrom,S34,,,1,,,,,,,,,,,,,,,,
1100117,Michael McFadden,S34,,,1,,,,,,,,,,,,,,,,
1001301,Teodors Cukurs,S34,,,,1,,,,,,,,,,,,,,,
1001300,Cory Knouse,S34,,,,1,,,,,,,,,,,,,,,
1001296,Halfdan Thorstein,S34,,,,1,,,,,,,,,,,,,,,
1001286,Tommy Salami,S34,,,,1,,,,,,,,,,,,,,,
1001290,Tord Yvel,S34,,,,1,,,,,,,,,,,,,,,
1100128,Georgette Pel,S34,,,,1,,,,,,,,,,,,,,,
1000947,VLAD McZehrl,S34,,,,,,,,,,,,,,,,,1,,
1000984,Damien Wert,S35,,,,,,,,0,,,,,,,,,,,
1100129,Kyle Wahlgren,S35,,,,,,,,0,,,,,,,,,,,
1000845,Kristian Eriksson,S35,,,,,,,,1,,,,,,,,,,,
1100129,Kyle Wahlgren,S35,,,,,,,,,1,,,,,,,,,,
1001272,Luke Atmey,S35,,,,,,,,,0,,,,,,,,,,
1001248,Reed Laing,S35,,,,,,,,,0,,,,,,,,,,
